bbl,parent_property_id,gross_floor_area,first_area_type,year_built,metered_area_energy,metered_area_water,eui_kbtu_sf,steam_kbtu,natural_gas_kbtu,electricity_kbtu,total_ghg_mmco2e,direct_ghg_mmco2e,indirect_ghg_mmco2e,water_kgal,wui_gal_sf,year,occupancy,street_number,street_name
3002380035,2637863,212656.0,Multifamily Housing,1903,Whole Building,,295.4,,47522901.2,3477064.5,2846.8,2524.2,322.7,,,2017,100,10,CLINTON STREET
5033550032,2777235,567517.0,Hospital (General Medical & Surgical),1950,,,,,,,0.0,0.0,0.0,,,2017,100,475,SEAVIEW AVENUE
5033550065,2777235,53917.0,Medical Office,1950,,,,,,,0.0,0.0,0.0,,,2017,100,242,MASON AVENUE
1019890001,2777309,,College/University,1907,Whole Building,,120.0,,52441239.4,17958140.6,4554.7,2888.2,1666.5,,,2017,100,0,
1021800614,2780056,179130.0,Multifamily Housing,1939,Whole Building,,75.7,,553439.4,2886852.2,1204.4,936.5,267.9,,,2017,100,720,FT WASHINGTON AVENUE
1021800628,2780056,102150.0,Multifamily Housing,1939,Whole Building,,77.1,,326760.6,1081789.4,689.0,588.6,100.4,,,2017,100,730,FT WASHINGTON AVENUE
1013900037,2806486,151666.0,Multifamily Housing,1911,Another configuration,,23.7,,,3090622.7,286.8,0.0,286.8,,,2017,100,830,PARK AVENUE
1013910034,2806486,64827.0,Multifamily Housing,1911,Another configuration,,17.9,,59412.9,923332.2,88.8,3.2,85.7,231.9,4.22,2017,100,840,PARK AVENUE
1019950053,2809896,256528.0,College/University,1964,Whole Building,,0.0,,0.0,0.0,0.0,0.0,0.0,,,2017,100,558,RIVERSIDE DRIVE
1019950063,2809896,339104.0,College/University,1964,Whole Building,,0.0,,0.0,0.0,0.0,0.0,0.0,,,2017,100,564,RIVERSIDE DRIVE
1005460031,2825730,54725.0,College/University,1971,Whole Building,Whole Building,26.9,,100.0,5357112.7,497.1,0.0,497.1,1009.9,5.07,2017,100,4,WASHINGTON PLACE
1005460033,2825730,61582.0,College/University,1971,,,,,,,0.0,0.0,0.0,,,2017,100,713,BROADWAY
2026380090,2831114,750000.0,Multifamily Housing,1962,Whole Building,,,,,,,,,,,2017,100,725,EAST 161 STREET
1016940003,3111973,175885.0,Multifamily Housing,1973,Whole Building,Whole Building,56.2,,3826349.7,6056300.2,765.3,203.2,562.0,237.9,1.35,2017,100,455,EAST 102 STREET
4105990100,3129181,167856.0,Multifamily Housing,1952,Whole Building,Whole Building,49.5,,3634699.8,3900932.9,555.1,193.1,362.0,,,2017,100,0,86 ROAD
4105900100,3129218,217584.0,Multifamily Housing,1952,Whole Building,Whole Building,25.5,,1919800.0,3900932.9,464.0,102.0,362.0,,,2017,100,0,FRANCIS LEWIS BLVD
4105920150,3129231,145056.0,Multifamily Housing,1952,Whole Building,Whole Building,65.3,,3422100.0,6531693.6,787.9,181.8,606.1,,,2017,100,0,GRND CNTRL PKWY SR E
4105930002,3129256,290112.0,Multifamily Housing,1952,Whole Building,Whole Building,43.7,,7268300.3,6057016.5,948.1,386.1,562.1,,,2017,100,0,GRAND CENTRL PARKWAY
1018670042,3612678,,Office,1996,Whole Building,Whole Building,0.0,,0.0,0.0,0.0,0.0,0.0,975.6,11.74,2017,100,0,
1018670067,3612678,,Office,1906,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,0,
1018670074,3612678,,Residence Hall/Dormitory,1950,Whole Building,,0.5,,28000.0,,1.5,1.5,0.0,,,2017,100,0,
1018850037,3612678,,Residence Hall/Dormitory,1898,Whole Building,,16.0,,27900.0,750367.0,71.1,1.5,69.6,,,2017,100,0,
1018850040,3612678,57300.0,Multifamily Housing,1908,Whole Building,,6.1,,157800.0,98511.3,17.5,8.4,9.1,1668.9,39.41,2017,100,514,WEST 114 STREET
1018850043,3612678,57430.0,Residence Hall/Dormitory,1908,Whole Building,,6.8,,115700.0,172640.4,22.2,6.1,16.0,,,2017,100,520,WEST 114 STREET
1018850061,3612678,52624.0,Residence Hall/Dormitory,1898,Whole Building,,30.4,,85200.0,2106568.7,200.0,4.5,195.5,,,2017,100,2910,BROADWAY
1018857501,3612678,135458.0,Residence Hall/Dormitory,1924,Whole Building,,34.2,,,4787718.5,444.3,0.0,444.3,,,2017,100,2900,BROADWAY
1018860001,3612678,,Office,1999,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,0,
1018860001,3612678,,Office,1934,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,0,
1018860001,3612678,,Residence Hall/Dormitory,1908,Whole Building,,0.0,,0.0,,0.0,0.0,0.0,,,2017,100,0,
1018860001,3612678,,Residence Hall/Dormitory,1924,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,0,
1018860001,3612678,,Residence Hall/Dormitory,1907,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,0,
1018860001,3612678,,Residence Hall/Dormitory,1924,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,0,
1018860001,3612678,,Office,1925,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,0,
1018860001,3612678,,Office,1925,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,0,
1018860001,3612678,,Office,1924,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,0,
1018860001,3612678,,Residence Hall/Dormitory,1935,Whole Building,,0.0,,0.0,,0.0,0.0,0.0,,,2017,100,0,
1019610001,3612678,710600.0,Residence Hall/Dormitory,1925,Whole Building,,0.0,,0.0,,0.0,0.0,0.0,,,2017,100,1145,AMSTERDAM AVENUE
1019610001,3612678,710600.0,Office,1961,Whole Building,,73.4,,,18337452.7,1701.7,0.0,1701.7,,,2017,100,1145,AMSTERDAM AVENUE
1019610001,3612678,710600.0,Office,1950,Whole Building,,0.0,,0.0,,0.0,0.0,0.0,,,2017,100,1145,AMSTERDAM AVENUE
1019610001,3612678,710600.0,Office,1950,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,1145,AMSTERDAM AVENUE
1019610001,3612678,710600.0,Office,1950,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,1145,AMSTERDAM AVENUE
1019610039,3612678,422915.0,Office,1910,Whole Building,,69.9,,,29607971.1,2747.6,0.0,2747.6,,,2017,100,1165,AMSTERDAM AVENUE
1019610057,3612678,365100.0,Residence Hall/Dormitory,1980,Whole Building,Whole Building,0.0,,0.0,,0.0,0.0,0.0,,,2017,100,74,MORNINGSIDE DRIVE
1019730001,3612678,1368870.0,Office,1977,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1988,Whole Building,,4377.4,,768452989.0,124836566.0,52401.0,40816.2,11584.8,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1950,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1897,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1987,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1924,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1911,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1910,Common areas only,,0.0,,,0.0,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1927,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1974,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1987,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1897,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1964,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1897,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1930,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1964,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,College/University,1950,Whole Building,,0.3,,87900.0,,4.7,4.7,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Worship Facility,1950,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1950,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Residence Hall/Dormitory,1950,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1950,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Residence Hall/Dormitory,1950,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1950,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1950,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,Office,1950,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019730001,3612678,1368870.0,College/University,2010,Whole Building,,,,,,0.0,0.0,0.0,,,2017,100,530,WEST 120 STREET
1019900005,3612678,55960.0,Multifamily Housing,1909,Whole Building,Whole Building,0.1,,5800.0,,0.3,0.3,0.0,517.4,9.68,2017,100,15,CLAREMONT AVENUE
1019900029,3612678,74634.0,Residence Hall/Dormitory,1920,Whole Building,Whole Building,1.1,,71800.0,9720.8,4.7,3.8,0.9,,,2017,100,39,CLAREMONT AVENUE
1019900044,3612678,50120.0,Residence Hall/Dormitory,1924,Whole Building,,0.1,,0.0,5281.8,0.5,0.0,0.5,,,2017,100,464,RIVERSIDE DRIVE
1019900050,3612678,50120.0,Residence Hall/Dormitory,1924,Whole Building,,7.5,,336800.0,34727.3,21.1,17.9,3.2,1976.2,39.79,2017,100,460,RIVERSIDE DRIVE
1019900067,3612678,55056.0,Residence Hall/Dormitory,1932,Whole Building,Whole Building,11.4,,657600.0,0.0,34.9,34.9,0.0,,,2017,100,445,RIVERSIDE DRIVE
1021240017,3614737,286481.0,Office,2004,Whole Building,Whole Building,391.6,,56815600.4,49343250.0,7725.9,3146.9,4579.0,44067.7,159.94,2017,100,1132,ST NICHOLAS AVENUE
1021240025,3614737,,Office,1998,Whole Building,Whole Building,408.9,,28158200.8,33831547.0,4677.0,1537.4,3139.6,10740.5,70.21,2017,100,0,
1021240043,3614737,,Office,1995,Whole Building,Whole Building,545.0,,23746399.9,13968727.8,2578.1,1281.8,1296.3,8565.9,122.89,2017,100,0,
1021380040,3614737,3693539.0,Office,1929,Whole Building,Whole Building,430.8,179060383.7,1450881.0,128220229.9,23865.2,77.1,23788.1,29331.1,40.93,2017,100,180,FT WASHINGTON AVENUE
1021380095,3614737,93600.0,Office,1914,Whole Building,Whole Building,108.3,8623916.3,,1954768.9,754.0,0.0,754.0,,,2017,100,617,WEST 168 STREET
1021390017,3614737,,Office,1928,Whole Building,Whole Building,259.5,50536752.4,,15880812.4,4829.9,0.0,4829.9,3005.7,11.74,2017,100,0,
1021390051,3614737,230565.0,Office,1976,Whole Building,Whole Building,555.8,130142906.7,27600.0,50375310.3,13317.6,1.5,13316.1,71526.5,220.19,2017,100,1,HAVEN AVENUE
1021390210,3614737,136608.0,Office,1929,Whole Building,Whole Building,108.6,,5448026.1,4148446.0,1367.8,982.8,385.0,10175.0,58.36,2017,100,52,HAVEN AVENUE
1021390219,3614737,807327.0,Office,1973,Whole Building,,105.8,,6498553.0,7552185.4,2113.7,1412.9,700.8,,,2017,100,78,HAVEN AVENUE
1021390250,3614737,1651267.0,Office,1973,Whole Building,Whole Building,124.5,,23052893.3,11208692.6,4172.5,3132.4,1040.2,,,2017,100,100,HAVEN AVENUE
1021390275,3614737,84442.0,Office,1970,Whole Building,Whole Building,85.6,,49786.0,2898517.5,589.9,320.9,269.0,1753.4,20.75,2017,100,154,HAVEN AVENUE
1000780020,3614751,,Residence Hall/Dormitory,1952,Whole Building,Whole Building,53.8,,1996358.1,1590366.2,253.6,106.0,147.6,3048.6,45.71,2017,100,0,
1001010002,3614751,125840.0,College/University,1905,Whole Building,Whole Building,62.2,1974482.8,,6028120.2,690.5,0.0,690.5,818.0,6.36,2017,100,39,PARK ROW
1001020001,3614751,526781.0,College/University,1964,Whole Building,Whole Building,121.7,46821941.5,682970.9,29000440.2,5836.4,36.3,5800.1,24914.9,39.65,2017,100,154,NASSAU STREET
1014400049,3615313,239235.0,Urgent Care/Clinic/Other Outpatient,2009,Whole Building,Whole Building,250.1,27482613.9,,32115563.6,4805.1,0.0,4805.1,12902.4,54.13,2017,100,1256,2 AVENUE
1014430020,3615313,62200.0,Medical Office,2003,Whole Building,,147.9,3001888.9,,5910266.3,747.8,0.0,747.8,,,2017,100,353,EAST 68 STREET
1014610013,3615313,228637.0,Other,1987,Whole Building,Whole Building,399.3,65447011.9,,65532688.1,10427.0,0.0,10427.0,,,2017,100,425,EAST 66 STREET
1014637501,3615313,731550.0,Other,2006,Whole Building,,475.5,184977113.4,21533.3,168728314.2,27941.3,1.1,27940.1,,,2017,100,411,EAST 68 STREET
1005240066,3616399,518647.0,Multifamily Housing,1966,Another configuration,Whole Building,5.4,,939000.0,1536764.8,192.5,49.9,142.6,,,2017,100,100,BLEECKER STREET
1005320008,3616399,307312.0,Residence Hall/Dormitory,1981,Whole Building,,8.1,,422989.9,1997060.6,207.8,22.5,185.3,11291.1,37.85,2017,100,246,MERCER STREET
1005330001,3616399,1485916.0,Multifamily Housing,1959,Whole Building,Whole Building,16.1,,550200.0,4399125.7,437.5,29.2,408.2,,,2017,100,1,WASHINGTON SQ VLLGE
1005330001,3616399,1485916.0,Multifamily Housing,1960,Whole Building,,15.3,,563900.0,4355622.6,434.2,30.0,404.2,,,2017,100,1,WASHINGTON SQ VLLGE
1005330001,3616399,1485916.0,Multifamily Housing,1960,Whole Building,,18.2,,571800.0,5285841.5,520.9,30.4,490.5,,,2017,100,1,WASHINGTON SQ VLLGE
1005350001,3616399,305900.0,College/University,1992,Another configuration,,,,,,,0.0,,,,2017,100,44,WEST 4 STREET
1005350001,3616399,305900.0,College/University,1896,Whole Building,,19.6,,,1767415.9,164.0,0.0,164.0,,,2017,100,44,WEST 4 STREET
1005350001,3616399,305900.0,College/University,1972,Whole Building,,,,,,,0.0,,,,2017,100,44,WEST 4 STREET
1005350008,3616399,470400.0,Library,1972,Another configuration,Whole Building,0.0,,,,0.0,0.0,0.0,,,2017,100,567,LA GUARDIA PLACE
1005350036,3616399,119170.0,College/University,1966,Whole Building,,9915.6,,1495878417.0,23813032.0,85582.7,83372.9,2209.8,27410.9,172.84,2017,100,17,WEST 3 STREET
1005380040,3616399,232930.0,Social/Meeting Hall,2001,Whole Building,,30.6,,1555140.0,6018768.3,641.1,82.6,558.5,,,2017,100,566,LA GUARDIA PLACE
1005387501,3616399,91104.0,Social/Meeting Hall,2012,Whole Building,,1.1,,29500.0,73972.2,8.4,1.6,6.9,,,2017,100,58,WASHINGTON SQUARE S
1005400014,3616399,153348.0,Residence Hall/Dormitory,1986,Whole Building,,4.5,,645900.0,0.0,34.3,34.3,0.0,,,2017,100,130,MAC DOUGAL STREET
1005410001,3616399,202521.0,Library,1951,Whole Building,,0.0,,,0.0,0.0,0.0,0.0,,,2017,100,40,WASHINGTON SQUARE S
1005410018,3616399,122500.0,College/University,1895,Another configuration,Whole Building,52.9,,,3245494.5,301.2,0.0,301.2,,,2017,100,51,WASHINGTON SQUARE S
1005417501,3616399,141811.0,College/University,2001,Whole Building,Whole Building,10.1,,53900.0,1656867.2,156.6,2.9,153.8,2032.1,12.05,2017,100,89,WEST 3 STREET
1005460001,3616399,,Residence Hall/Dormitory,1894,Another configuration,,5.4,,103300.0,308990.7,34.2,5.5,28.7,,,2017,100,0,
1005460010,3616399,69800.0,College/University,1893,Whole Building,,56.5,,,5860451.5,543.8,0.0,543.8,943.3,9.1,2017,100,18,WASHINGTON PLACE
1005460011,3616399,125450.0,College/University,1929,Another configuration,,3.9,,591400.0,0.0,31.4,31.4,0.0,1943.6,12.87,2017,100,35,WEST 4 STREET
1005460021,3616399,100628.0,College/University,1894,Whole Building,Whole Building,29.9,,,3841365.6,356.5,0.0,356.5,462.9,3.6,2017,100,8,WASHINGTON PLACE
1005460026,3616399,56684.0,College/University,1891,Whole Building,,35.0,,,2584931.2,239.9,0.0,239.9,,,2017,100,21,WEST 4 STREET
1005470001,3616399,180000.0,College/University,1895,Whole Building,,11.7,,,3009383.9,279.3,0.0,279.3,,,2017,100,32,WAVERLY PLACE
1005470005,3616399,53482.0,College/University,1906,Whole Building,,0.0,,168.5,0.0,0.0,0.0,0.0,,,2017,100,24,WAVERLY PLACE
1005470008,3616399,91402.0,College/University,1901,Another configuration,,0.0,,,0.0,0.0,0.0,0.0,1775.7,14.26,2017,100,23,WASHINGTON PLACE
1005470015,3616399,,College/University,2011,Another configuration,,4.8,,6300.0,428547.2,40.1,0.3,39.8,,,2017,100,0,
1005470030,3616399,366268.0,College/University,1896,Another configuration,,1.5,,,403980.8,37.5,0.0,37.5,,,2017,100,715,BROADWAY
1005470030,3616399,366268.0,College/University,1896,Another configuration,,19.4,,,1898982.7,176.2,0.0,176.2,,,2017,100,715,BROADWAY
1005480004,3616399,116237.0,Residence Hall/Dormitory,1962,Whole Building,,12.3,,2574200.0,,136.7,136.7,0.0,,,2017,100,5,UNIVERSITY PLACE
1005480009,3616399,55224.0,College/University,1896,Whole Building,Whole Building,78.5,,,5416890.6,502.7,0.0,502.7,2538.1,36.77,2017,100,13,UNIVERSITY PLACE
1005520024,3616399,179800.0,Residence Hall/Dormitory,1929,Whole Building,,19.3,,887700.0,2639386.3,292.1,47.2,244.9,,,2017,100,35,WASHINGTON SQUARE W
1005520026,3616399,110447.0,Multifamily Housing,1928,Another configuration,Whole Building,16.0,,118350.0,571933.1,151.1,98.1,53.1,,,2017,100,37,WASHINGTON SQUARE W
1005530001,3616399,,Multifamily Housing,1960,Whole Building,,184.3,,51080100.2,5240593.0,3199.4,2713.1,486.3,,,2017,100,0,
1004550001,3617119,56756.0,Medical Office,1893,Whole Building,Whole Building,127.6,7759914.4,,,515.2,0.0,515.2,6595.4,108.43,2017,100,222,2 AVENUE
1004550005,3617119,102314.0,Hospital (General Medical & Surgical),1969,Whole Building,Whole Building,388.3,17277397.4,16879700.7,19460918.5,3849.7,896.6,2953.2,13224.2,95.78,2017,100,224,2 AVENUE
2059330425,3617949,192939.0,Residence Hall/Dormitory,1924,Whole Building,,93.6,,8996806.0,6744127.4,1325.9,700.1,625.9,,,2017,100,750,WEST 261 STREET
2059580001,3617949,237021.0,Office,1848,Whole Building,,114.9,,5083589.4,8741110.1,1620.7,809.5,811.2,,,2017,100,6301,RIVERDALE AVENUE
2059580010,3617949,,College/University,1956,Whole Building,,80.0,,968041.9,5301046.9,861.9,370.0,491.9,,,2017,100,0,
3001570009,3618185,70734.0,Residence Hall/Dormitory,1925,Whole Building,,164.9,,6037.0,4053230.9,964.6,588.4,376.1,1460.7,20.29,2017,100,1,HOYT STREET
1018950016,3618215,59131.0,Multifamily Housing,1939,Whole Building,,2.6,,30200.0,111531.5,12.0,1.6,10.4,7874.7,145.56,2017,100,2881,BROADWAY
1018950023,3618215,88332.0,Residence Hall/Dormitory,1910,Whole Building,,145.0,,12136000.3,675576.0,707.3,644.6,62.7,11388.6,128.93,2017,100,2891,BROADWAY
1018950055,3618215,178897.0,Multifamily Housing,1909,Whole Building,,29.8,,92600.0,563935.4,425.0,372.7,52.3,,,2017,100,2901,BROADWAY
1019620038,3618216,87271.0,Multifamily Housing,1964,Whole Building,Whole Building,100.8,,8507999.8,290293.0,478.8,451.9,26.9,6990.5,80.11,2017,100,1201,AMSTERDAM AVENUE
1019620070,3618216,87979.0,Multifamily Housing,1967,Whole Building,Whole Building,17.2,,1177500.0,351340.5,95.1,62.5,32.6,2659.3,29.85,2017,100,1211,AMSTERDAM AVENUE
1019620026,3618219,54100.0,Multifamily Housing,1910,Whole Building,,3.4,,,184186.6,17.1,0.0,17.1,1757.2,32.74,2017,100,414,WEST 119 STREET
1019620031,3618219,53352.0,Multifamily Housing,1910,Whole Building,,5.5,,39900.0,235728.3,24.0,2.1,21.9,4099.9,81.52,2017,100,424,WEST 119 STREET
1019620061,3618219,64842.0,Multifamily Housing,1980,Whole Building,,78.9,,4668999.9,248796.2,271.1,248.0,23.1,3275.7,52.55,2017,100,414,WEST 120 STREET
1018600020,3924330,216559.0,Senior Care Community,1915,Whole Building,Whole Building,213.4,,43744973.5,16880892.8,3964.2,2397.7,1566.5,21137.0,73.19,2017,95,111,WEST 105 STREET
3011220028,4037976,55884.0,Self-Storage Facility,2009,,,,,,,0.0,0.0,0.0,,,2017,100,892,ATLANTIC AVENUE
3011220032,4037976,,Self-Storage Facility,2009,,,,,,,0.0,0.0,0.0,,,2017,100,0,
3001420001,4046078,357000.0,College/University,2000,Whole Building,Whole Building,175.2,,36108970.7,26426349.3,4370.3,1917.9,2452.4,,,2017,100,327,JAY STREET
3001420050,4046078,63000.0,College/University,1930,Whole Building,,992.6,,36108970.7,26426349.3,4370.3,1917.9,2452.4,,,2017,10,315,JAY STREET
2051410810,4092487,540388.0,Strip Mall,1987,Whole Building,,145.2,,25863861.5,52472732.6,6243.2,1373.8,4869.5,,,2017,95,2100,BARTOW AVENUE
2051410802,4092487,,Retail Store,2013,,,,,,,0.0,0.0,0.0,,,2017,100,0,
2051410810,4092487,540388.0,Bank Branch,2004,Whole Building,,279.0,,386555.7,503490.5,67.3,20.5,46.7,,,2017,100,2100,BARTOW AVENUE
2051410810,4092487,540388.0,Retail Store,2004,Whole Building,,70.8,,437401.8,3104421.7,311.3,23.2,288.1,,,2017,90,2100,BARTOW AVENUE
2051410810,4092487,540388.0,Bank Branch,2007,Whole Building,,124.1,,163200.7,308465.1,37.3,8.7,28.6,,,2017,100,2100,BARTOW AVENUE
3072500001,4288940,1259938.0,Multifamily Housing,1965,Whole Building,Whole Building,175.4,,243056197.6,,12909.9,12909.9,0.0,163058.3,117.68,2017,100,2790,WEST 5 STREET
3072530001,4288948,1800000.0,Multifamily Housing,1965,Whole Building,Whole Building,181.6,,361225620.2,,19186.4,19186.4,0.0,82766.0,41.61,2017,100,2830,OCEAN PARKWAY
4093640010,4393741,,Hospital (General Medical & Surgical),1987,,,218.7,,56905321.8,48224003.7,7497.7,3022.5,4475.2,2785375.2,5793.8,2017,100,0,
4093640001,4393741,,Office,1978,Whole Building,Whole Building,76.4,,3516912.5,3325632.2,495.4,186.8,308.6,3236.1,36.15,2017,100,0,
4093640010,4393741,,Hospital (General Medical & Surgical),1990,Whole Building,Whole Building,11.2,,1475294.7,,78.4,78.4,0.0,237581.3,1805.19,2017,100,0,
4093640010,4393741,,Hospital (General Medical & Surgical),1987,Whole Building,Whole Building,383.0,,54524832.5,44913159.5,7064.0,2896.1,4167.9,2544573.5,9800.58,2017,100,0,
1020350001,4397919,436115.0,Multifamily Housing,1928,Whole Building,Whole Building,122.5,,46177697.3,7257526.0,3126.2,2452.7,673.5,,,2017,95,2802,FREDRICK DOUGLASS BL
1020350001,4397919,436115.0,Multifamily Housing,1928,Whole Building,,94.4,,5995197.2,996260.5,410.9,318.4,92.5,,,2017,100,2802,FREDRICK DOUGLASS BL
1020350001,4397919,436115.0,Multifamily Housing,1928,Whole Building,,112.0,,8669754.6,980532.0,551.5,460.5,91.0,,,2017,100,2802,FREDRICK DOUGLASS BL
1020350001,4397919,436115.0,Multifamily Housing,1928,Whole Building,,97.0,,5995197.2,1070432.5,417.8,318.4,99.3,,,2017,100,2802,FREDRICK DOUGLASS BL
1020350001,4397919,436115.0,Multifamily Housing,1928,Whole Building,,105.2,,6785387.7,1056809.6,458.5,360.4,98.1,,,2017,100,2802,FREDRICK DOUGLASS BL
1020350001,4397919,436115.0,Multifamily Housing,1928,Whole Building,,123.7,,10543342.0,2033804.2,748.7,560.0,188.7,,,2017,100,2802,FREDRICK DOUGLASS BL
1020350001,4397919,436115.0,Multifamily Housing,1928,Whole Building,,150.6,,8186833.3,1119687.4,538.7,434.8,103.9,,,2017,100,2802,FREDRICK DOUGLASS BL
3084700050,4406828,114400.0,Enclosed Mall,1970,,,,,,,0.0,0.0,0.0,,,2017,80,5102,AVENUE U
3084700055,4406828,2548000.0,Enclosed Mall,1970,,,,,,,0.0,0.0,0.0,,,2017,80,5120,AVENUE U
4067900001,4440047,749142.0,Multifamily Housing,1953,Whole Building,Whole Building,35.5,,5623182.4,20492629.3,2200.4,298.7,1901.7,45976.8,62.55,2017,100,0,160 STREET
4067900001,4440047,749142.0,Multifamily Housing,1953,Whole Building,Whole Building,,,4674307.8,,,,0.0,4450.2,63.57,2017,100,0,160 STREET
4067900001,4440047,749142.0,Multifamily Housing,1953,Whole Building,Whole Building,65.9,,1152992.5,,61.2,61.2,0.0,1292.6,73.86,2017,100,0,160 STREET
