bbl,parent_property_id,gross_floor_area,first_area_type,year_built,metered_area_energy,metered_area_water,eui_kbtu_sf,steam_kbtu,natural_gas_kbtu,electricity_kbtu,total_ghg_mmco2e,direct_ghg_mmco2e,indirect_ghg_mmco2e,water_kgal,wui_gal_sf,year,occupancy,street_number,street_name
1003360005,,98052.0,Multifamily Housing,1982.0,Whole Building,,73.7,,5463399.1,1762214.1,436.3,290.2,146.1,,,2016,100.0,15,BIALYSTOKER PLACE   
1010617501,,58851.0,Multifamily Housing,1950.0,Whole Building,Whole Building,51.3,,1437732.8,1507302.8,201.4,76.4,125.0,768.5,13.39,2016,95.0,432,WEST   52 STREET    
1014270028,,166432.0,Multifamily Housing,1964.0,Whole Building,Whole Building,44.9,,2739020.0,4737201.3,538.4,145.5,392.9,11901.5,71.51,2016,95.0,1393,   2 AVENUE         
1015180024,,114939.0,Multifamily Housing,1960.0,Whole Building,Whole Building,91.3,,5733933.4,4759700.8,699.3,304.6,394.7,7455.1,64.86,2016,95.0,1341,LEXINGTON AVENUE    
1003920010,,93420.0,,2018.0,,,,,,,0.0,0.0,0.0,,,2016,0.0,350,EAST   10 STREET    
1000047501,,2542563.0,Office,1970.0,Whole Building,Whole Building,133.8,108665968.8,38618831.6,177603017.4,23995.9,2051.2,21944.6,150226.3,26.43,2016,100.0,1,WATER STREET        
1000050010,,1016406.0,Office,1969.0,Whole Building,Whole Building,61.3,17866419.3,,49345608.4,5278.7,0.0,5278.7,,,2016,95.0,115,BROAD STREET        
1000057501,,1354691.0,Office,1970.0,Whole Building,Whole Building,135.8,42302319.9,,65135076.6,11875.0,0.0,11875.0,24983.4,18.67,2016,100.0,125,BROAD STREET        
1000087501,,169061.0,Multifamily Housing,1985.0,Whole Building,Whole Building,137.2,,2137974.0,7547536.0,1742.2,1116.3,625.9,,,2016,100.0,39,WHITEHALL STREET    
1000090001,,845018.0,Office,1969.0,Whole Building,Whole Building,71.4,18088814.3,,42770098.6,4748.2,0.0,4748.2,12833.6,15.05,2016,100.0,34,WHITEHALL STREET    
1000090014,,544015.0,Office,1987.0,Whole Building,,77.2,11397804.9,,33074332.2,3499.8,0.0,3499.8,,,2016,100.0,17,STATE STREET        
1000090029,,896956.0,Office,1969.0,Whole Building,Whole Building,118.6,54828916.2,,47146726.6,7550.6,0.0,7550.6,7591.7,8.83,2016,100.0,24,WHITEHALL STREET    
1000100016,,336025.0,Office,1931.0,Whole Building,Whole Building,17938.1,6011207516.4,,16456397.2,400500.0,0.0,400500.0,6247.2,,2016,70.0,90,BROAD STREET        
1000100023,,321994.0,Office,1964.0,Whole Building,Whole Building,102.2,18097975.8,,15635192.3,2498.4,0.0,2498.4,3980.5,12.06,2016,100.0,1,WHITEHALL STREET    
1000100033,,143730.0,Hotel,2010.0,Whole Building,Whole Building,100.3,,5907320.1,9580310.1,1108.3,313.8,794.5,8664.0,,2016,100.0,8,STONE STREET
1000110014,,51387.0,Multifamily Housing,1909.0,Whole Building,Whole Building,76.3,,3161081.8,967208.2,248.1,167.9,80.2,17.6,0.32,2016,100.0,26,BEAVER STREET       
1000110021,,361710.0,Office,1930.0,Whole Building,Whole Building,60.9,11102042.0,,14675274.4,1954.2,0.0,1954.2,6969.0,,2016,100.0,80,BROAD STREET        
1000130001,,180646.0,Office,1882.0,Whole Building,Whole Building,59.0,,2506.1,9422283.6,1044.8,263.4,781.4,2534.7,11.52,2016,100.0,1,BROADWAY            
1000130005,,434220.0,Office,1958.0,Whole Building,Whole Building,101.7,15338383.0,260130.3,27440534.3,3308.0,13.8,3294.2,,,2016,100.0,11,BROADWAY            
1000130027,,809401.0,Office,1921.0,Whole Building,Whole Building,104.0,47721554.4,,44630322.3,6870.0,0.0,6870.0,20151.0,22.7,2016,100.0,25,BROADWAY            
1000150022,,335746.0,Multifamily Housing,1931.0,Whole Building,Whole Building,84.1,,16077478.6,12079755.9,1855.8,854.0,1001.8,12672.0,37.84,2016,100.0,21,WEST STREET         
1000157501,,1402831.0,Office,1972.0,Whole Building,Whole Building,47.6,,5003615.6,54456661.7,5408.8,892.5,4516.3,29773.0,20.86,2016,100.0,17,BATTERY PLACE       
1000157502,,259076.0,Multifamily Housing,1929.0,Whole Building,,42.7,530202.1,164557.7,9013003.0,791.4,8.7,782.7,,,2016,100.0,20,WEST STREET         
1000167501,,220821.0,Multifamily Housing,1985.0,Whole Building,Whole Building,76.2,,10441275.8,4742565.9,947.9,554.6,393.3,10357.5,52.01,2016,100.0,377,RECTOR PLACE        
1000167502,,150855.0,Multifamily Housing,1986.0,Whole Building,Whole Building,74.2,,2332818.2,3726925.3,813.0,503.9,309.1,6719.7,44.6,2016,100.0,320,ALBANY STREET       
1000167503,,106052.0,Multifamily Housing,1987.0,Whole Building,,78.8,,6380893.9,2844322.4,574.8,338.9,235.9,,,2016,100.0,250,SOUTH END AVENUE    
1000167504,,91774.0,Multifamily Housing,1986.0,Whole Building,,71.7,,4395045.3,3662079.3,537.2,233.4,303.7,4405.1,39.22,2016,100.0,300,ALBANY STREET       
1000167505,,257092.0,Multifamily Housing,1986.0,Whole Building,,101.7,,16783196.3,7159925.4,1485.2,891.4,593.8,13275.7,56.4,2016,100.0,380,RECTOR PLACE        
1000167506,,106631.0,Multifamily Housing,1985.0,Whole Building,Whole Building,77.2,,5756290.8,2843169.8,541.5,305.7,235.8,4596.3,41.26,2016,100.0,280,RECTOR PLACE        
1000167507,,129176.0,Multifamily Housing,1986.0,Whole Building,Whole Building,61.9,,6951841.3,3185492.0,633.4,369.2,264.2,7093.9,43.29,2016,100.0,300,RECTOR PLACE        
1000167508,,590974.0,Multifamily Housing,1987.0,Whole Building,Whole Building,86.9,,31758766.1,13215320.3,2782.9,1686.9,1096.0,24887.7,48.08,2016,100.0,200,RECTOR PLACE        
1000167509,,237270.0,Multifamily Housing,1988.0,Whole Building,,100.0,,11837980.8,10677919.2,1514.3,628.8,885.6,15597.6,69.24,2016,100.0,21,SOUTH END AVENUE    
1000167510,,348953.0,Multifamily Housing,1989.0,Whole Building,Whole Building,78.3,,15207412.8,7974697.9,1469.1,807.7,661.4,12072.8,40.76,2016,100.0,99,BATTERY PLACE       
1000167511,,189273.0,Multifamily Housing,1988.0,Whole Building,Whole Building,119.1,,11913419.6,5901391.6,1122.2,632.8,489.4,11638.6,77.78,2016,100.0,2,SOUTH END AVENUE    
1000167512,,641681.0,Hotel,2000.0,Another configuration,,176.4,,53276041.5,47166518.2,6741.5,2829.7,3911.7,26929.9,47.3,2016,100.0,102,NORTH END AVENUE    
1000167513,,562340.0,Hotel,2001.0,Whole Building,Whole Building,55.3,,2975400.0,25234469.4,2250.8,158.0,2092.8,36095.0,,2016,95.0,10,LITTLE WEST STREET  
1000167514,,434680.0,Multifamily Housing,2006.0,Whole Building,Whole Building,80.3,,22826750.4,13822748.8,2358.8,1212.4,1146.4,18545.0,40.63,2016,100.0,30,LITTLE WEST STREET  
1000167515,,287819.0,Multifamily Housing,1985.0,Whole Building,Whole Building,72.0,,1040839.4,7830287.4,1634.5,985.1,649.4,9995.6,,2016,100.0,225,RECTOR PLACE        
1000167517,,508458.0,Multifamily Housing,2008.0,Whole Building,Whole Building,97.3,,37410294.8,7145268.4,2579.6,1987.0,592.6,,,2016,100.0,70,BATTERY PLACE       
1000167518,,262021.0,Multifamily Housing,1986.0,Whole Building,,89.9,,5171800.3,7447099.4,1383.2,765.6,617.6,,,2016,100.0,333,RECTOR PLACE        
1000167519,,273018.0,Multifamily Housing,2008.0,Whole Building,,78.8,,11104130.8,10954249.6,1498.3,589.8,908.5,,,2016,100.0,300,NORTH END AVENUE    
1000167520,,425407.0,Multifamily Housing,2008.0,Whole Building,Whole Building,70.5,,9664175.8,21777493.2,2319.4,513.3,1806.1,,,2016,100.0,200,NORTH END AVENUE    
1000170029,,325515.0,Multifamily Housing,1969.0,Whole Building,,70.2,12503221.9,,10359493.7,1689.4,0.0,1689.4,,,2016,100.0,90,WASHINGTON STREET   
1000187501,,366993.0,Multifamily Housing,2009.0,Whole Building,,115.3,,25289094.0,16911365.8,2745.8,1343.2,1402.5,,,2016,100.0,13,RECTOR STREET       
1000200001,,316150.0,Office,1929.0,Whole Building,,79.4,12282834.4,,11612331.4,1778.6,0.0,1778.6,,,2016,100.0,29,BROADWAY            
1000200004,,447452.0,Office,1928.0,Whole Building,Whole Building,85.9,15350387.4,336593.0,22770645.8,2925.6,17.9,2907.7,,,2016,100.0,39,BROADWAY            
1000200009,,368315.0,Office,1983.0,Whole Building,,98.6,7570951.1,694948.0,28037509.6,2864.9,36.9,2828.0,,,2016,100.0,45,BROADWAY            
1000200016,,309381.0,Office,1981.0,Whole Building,Whole Building,77.9,6912197.2,340400.0,21053411.9,2223.1,18.1,2205.0,,,2016,95.0,55,BROADWAY            
1000210001,,650740.0,Office,1916.0,Whole Building,Whole Building,67.4,13298544.1,,30541494.7,3415.9,0.0,3415.9,13103.1,20.16,2016,95.0,61,BROADWAY            
1000210006,,303086.0,Multifamily Housing,1900.0,Whole Building,Whole Building,62.9,,531027.5,9532941.0,1553.2,762.5,790.6,10578.5,,2016,100.0,69,BROADWAY            
1000220013,,860889.0,K-12 School,2008.0,Whole Building,,41.1,,38300.0,8189072.6,681.2,2.0,679.2,,,2016,100.0,26,BROADWAY            
1000220017,,143000.0,Office,1900.0,Whole Building,,95.4,,1267517.0,8158833.4,1061.5,384.8,676.6,,,2016,100.0,32,BROADWAY            
1000220020,,389927.0,Office,1904.0,Whole Building,,92.6,,,24476499.8,2893.0,863.1,2029.9,,,2016,100.0,42,BROADWAY            
1000220024,,300676.0,Office,1927.0,Whole Building,Whole Building,69.9,10693259.0,,13302227.6,1813.2,0.0,1813.2,,,2016,100.0,50,BROADWAY            
1000220028,,345540.0,Office,1980.0,Whole Building,Whole Building,80.5,11247558.8,,19722202.0,2382.5,0.0,2382.5,,,2016,100.0,52,BROADWAY            
1000230019,,240279.0,Financial Office,1904.0,Whole Building,,320.1,37095158.4,1332107.6,68471463.2,8212.4,70.8,8141.7,,,2016,100.0,2,BROAD STREET        
1000230050,,466820.0,Office,1956.0,Whole Building,,76.8,12923389.8,,22935418.3,2760.2,0.0,2760.2,,,2016,100.0,20,BROAD STREET        
1000240001,,974958.0,Office,1962.0,Whole Building,Whole Building,93.8,45852194.9,,54763389.7,7586.3,0.0,7586.3,,,2016,100.0,60,BROAD STREET        
1000240036,,205940.0,Office,1913.0,Whole Building,,46.9,5510309.8,,7540111.5,991.2,0.0,991.2,,,2016,100.0,50,BROAD STREET        
1000247501,,319910.0,Multifamily Housing,1982.0,Whole Building,,123.2,12112458.7,1573517.3,16254094.1,2235.8,83.6,2152.3,,,2016,100.0,40,BROAD STREET        
1000250001,,406025.0,Office,1967.0,Whole Building,Whole Building,96.3,15471254.6,,24049300.1,3021.8,0.0,3021.8,8400.6,20.47,2016,100.0,55,BROAD STREET        
1000250010,,91553.0,K-12 School,1929.0,Whole Building,,150.1,12171074.9,,6591984.1,1354.8,0.0,1354.8,,,2016,100.0,41,BROAD STREET        
1000250019,,518034.0,Multifamily Housing,1900.0,Whole Building,Whole Building,97.7,12662071.0,2331318.0,16847906.6,2361.8,123.8,2238.0,12434.9,,2016,100.0,25,BROAD STREET        
1000257501,,530168.0,Multifamily Housing,2005.0,Whole Building,,114.0,14118633.5,6354131.3,16572557.8,2649.4,337.5,2311.9,,,2016,100.0,15,WILLIAM STREET      
1000260014,,377214.0,Multifamily Housing,1920.0,Whole Building,Whole Building,76.9,,15509690.4,13966210.1,1982.1,823.8,1158.3,,,2016,100.0,37,WALL STREET         
1000260021,,493187.0,Multifamily Housing,1997.0,Whole Building,Whole Building,63.5,,12816033.5,15027025.3,2163.1,916.8,1246.3,16730.9,34.22,2016,100.0,45,WALL STREET         
1000267501,,944252.0,Multifamily Housing,1926.0,Whole Building,,58.3,24107726.2,267923.8,22923221.0,3516.1,14.2,3501.8,,,2016,100.0,15,BROAD STREET        
1000270009,,400531.0,Multifamily Housing,1929.0,Whole Building,,84.6,,19318479.2,14552694.6,2233.0,1026.1,1206.9,,,2016,95.0,63,WALL STREET         
1000270017,,303175.0,Multifamily Housing,1921.0,Whole Building,,92.0,,18959994.9,8935132.3,1748.1,1007.1,741.0,,,2016,95.0,67,WALL STREET         
1000277501,,274516.0,Multifamily Housing,1836.0,Whole Building,Whole Building,288.2,22358796.4,17463433.0,14431560.1,3609.0,927.6,2681.5,,,2016,90.0,55,WALL STREET         
1000277502,,786942.0,Multifamily Housing,1929.0,Whole Building,,52.0,7274220.0,11542376.2,18850408.4,2659.4,613.1,2046.3,,,2016,100.0,20,EXCHANGE PLACE      
1000280001,,239121.0,Multifamily Housing,1926.0,Whole Building,,109.1,,3379915.8,6751259.6,1940.3,1380.4,559.9,14052.5,58.77,2016,100.0,3,HANOVER SQUARE      
1000280005,,292466.0,Office,1962.0,Whole Building,Whole Building,215.0,20594709.0,,47345182.5,5294.0,,5294.0,5948.4,,2016,100.0,5,HANOVER SQUARE      
1000280012,,95325.0,Office,1931.0,Whole Building,Whole Building,102.8,5310912.1,,4292293.6,708.6,0.0,708.6,2662.3,,2016,100.0,76,BEAVER STREET       
1000287501,,108373.0,Multifamily Housing,1987.0,Whole Building,,72.4,,3842255.1,3762981.1,516.2,204.1,312.1,,,2016,100.0,82,BEAVER STREET       
1000290001,,993569.0,Office,1983.0,Whole Building,,66.9,24312770.3,,44362692.6,5293.5,0.0,5293.5,,,2016,75.0,91,BROAD STREET        
1000290036,,105000.0,Financial Office,1907.0,Whole Building,Whole Building,79.6,,4615.6,6989390.3,725.6,146.0,579.7,1511.8,13.44,2016,100.0,1,WILLIAM STREET      
1000290070,,661283.0,Office,1929.0,Whole Building,,185.1,25340620.2,,98894172.8,9884.3,0.0,9884.3,,,2016,100.0,75,BROAD STREET        
1000297501,,65396.0,Multifamily Housing,1827.0,Whole Building,Whole Building,91.9,,2732596.9,2897422.7,385.4,145.1,240.3,0.0,0.0,2016,100.0,48,BEAVER STREET       
1000300019,,782883.0,Office,1983.0,Whole Building,Whole Building,77.1,,17251573.6,44653385.0,4619.6,916.3,3703.3,,,2016,100.0,7,HANOVER SQUARE      
1000310001,,487404.0,Multifamily Housing,1972.0,Whole Building,,76.0,,16160423.2,22636735.0,2735.7,858.4,1877.4,,,2016,100.0,10,HANOVER SQUARE      
1000317501,,683289.0,Multifamily Housing,1987.0,Whole Building,,152.0,20548916.9,3708784.9,28356657.0,3913.1,197.0,3716.2,,,2016,95.0,75,WALL STREET         
1000327501,,3678000.0,Office,1972.0,Whole Building,Whole Building,114.1,140415651.2,,267433863.0,32030.8,528.0,31502.8,99797.9,27.44,2016,100.0,43,WATER STREET        
1000330001,,541568.0,Office,1969.0,Whole Building,,85.1,33382898.2,,23040690.4,4127.4,0.0,4127.4,,,2016,100.0,77,WATER STREET        
1000330011,,473460.0,Multifamily Housing,1969.0,Whole Building,,71.6,16195281.8,100.0,17928576.2,2562.2,0.0,2562.2,,,2016,100.0,95,WALL STREET         
1000350010,,990250.0,Office,1968.0,Whole Building,,69.2,12310139.7,0.0,47921678.8,4870.6,78.8,4791.7,14641.0,16.53,2016,60.0,111,WALL STREET         
1000370008,,260017.0,Multifamily Housing,1965.0,Whole Building,,52.1,12114141.6,,3393968.1,1085.8,0.0,1085.8,,,2016,40.0,110,WALL STREET         
1000390001,,53253.0,Office,1902.0,Whole Building,Whole Building,23.4,1716672.6,,805035.9,180.7,0.0,180.7,267.2,2.48,2016,25.0,82,WALL STREET         
1000390004,,50044.0,Office,1902.0,Whole Building,Whole Building,34.7,3013826.1,,722103.3,260.0,0.0,260.0,1643.6,15.25,2016,25.0,80,WALL STREET         
1000390012,,1075808.0,Office,1960.0,Whole Building,Whole Building,116.4,73306672.8,,58094930.9,9685.5,0.0,9685.5,12237.6,10.84,2016,100.0,110,MAIDEN LANE         
1000397501,,117641.0,Multifamily Housing,1956.0,Whole Building,,120.5,,1083935.1,5368509.1,897.1,451.9,445.2,6767.7,69.29,2016,100.0,130,WATER STREET        
1000400003,,1617206.0,Office,1989.0,Whole Building,Whole Building,120.8,45683283.1,1950878.9,148180287.6,15470.1,147.6,15322.5,37081.1,22.81,2016,100.0,60,WALL STREET         
1000400014,,281755.0,Office,1926.0,Whole Building,Whole Building,68.1,4676946.0,,16710611.4,1696.4,0.0,1696.4,5853.5,18.65,2016,100.0,48,WALL STREET         
1000400016,,119467.0,Hotel,1902.0,Another configuration,,53102.7,5303474512.0,,6791534.4,352706.1,0.0,352706.1,8464.0,,2016,100.0,52,WILLIAM STREET      
1000417503,,81412.0,Multifamily Housing,2004.0,Whole Building,,111.9,5564004.2,,4156175.7,714.1,0.0,714.1,,,2016,100.0,56,PINE STREET         
1000420001,,290116.0,Multifamily Housing,1930.0,Whole Building,Whole Building,88.4,9971894.2,1768200.0,12983008.0,1832.8,93.9,1738.9,,,2016,100.0,100,MAIDEN LANE         
1000420022,,387000.0,Multifamily Housing,2002.0,Whole Building,,108.7,,19815964.2,11296107.4,2399.0,1462.2,936.8,14706.7,43.64,2016,100.0,10,LIBERTY STREET      
1000420031,,527605.0,Office,1911.0,Whole Building,Whole Building,16531.5,8703966551.0,,18114286.3,579432.7,0.0,579432.7,,,2016,100.0,80,MAIDEN LANE         
1000430001,,289049.0,Office,1927.0,Whole Building,Whole Building,88.1,15310185.4,,14751615.6,2240.0,0.0,2240.0,,,2016,100.0,44,WALL STREET         
1000430002,,1061286.0,Office,1929.0,Whole Building,Whole Building,66.4,29242063.2,,47467941.2,5878.3,0.0,5878.3,,,2016,100.0,40,WALL STREET         
1000430005,,108663.0,Office,1954.0,Whole Building,,93.0,3150070.7,,9770208.2,1019.4,0.0,1019.4,,,2016,100.0,30,WALL STREET         
1000447501,,583639.0,Multifamily Housing,1928.0,Whole Building,Whole Building,22813.3,13291679780.0,1207433.6,21836207.5,884422.7,64.1,884358.6,,,2016,100.0,18,PINE STREET         
1000460001,,173159.0,Office,1932.0,Whole Building,,115.9,8876403.4,,13439174.0,1703.9,0.0,1703.9,,,2016,95.0,2,WALL STREET         
1000460003,,364390.0,Office,1922.0,Whole Building,Whole Building,58.9,1075396.0,,21266073.1,1835.1,0.0,1835.1,350.5,,2016,100.0,100,BROADWAY            
1000460009,,839749.0,Office,1912.0,Whole Building,Whole Building,124.5,71134589.7,4271506.2,59967263.2,9923.4,226.9,9696.6,,,2016,100.0,14,WALL STREET         
1000477501,,1736513.0,Office,1915.0,Whole Building,Whole Building,67.1,34530094.3,2149489.3,91452519.4,9991.5,114.2,9877.3,24085.0,12.61,2016,95.0,120,BROADWAY            
1000480001,,1141266.0,Office,1967.0,Whole Building,Whole Building,134.2,103983070.1,537310.4,66209786.7,12423.9,28.5,12395.4,27791.0,21.85,2016,90.0,140,BROADWAY            
1000490002,,432093.0,Office,1905.0,Whole Building,Whole Building,45.9,,,20658159.2,1713.3,0.0,1713.3,0.0,0.0,2016,90.0,111,BROADWAY            
1000500001,,396607.0,Office,1908.0,Whole Building,Whole Building,123.0,29473722.3,,19737737.9,3593.9,0.0,3593.9,0.0,0.0,2016,90.0,115,BROADWAY            
1000510001,,400294.0,Office,1984.0,Whole Building,,56.9,14300513.5,,13640209.0,2080.8,0.0,2080.8,,,2016,100.0,2,RECTOR STREET       
1000520021,,57945.0,Multifamily Housing,1900.0,Whole Building,Whole Building,84.6,,,1293552.0,379.0,271.8,107.3,1338.9,23.11,2016,100.0,120,LIBERTY STREET      
1000527502,,74409.0,Multifamily Housing,1900.0,Whole Building,,98.1,,3264727.4,3081817.7,429.0,173.4,255.6,,,2016,100.0,114,LIBERTY STREET      
1000530033,,57941.0,Multifamily Housing,1929.0,Whole Building,Whole Building,85.8,,3480711.2,1491314.8,308.6,184.9,123.7,,,2016,100.0,110,GREENWICH STREET    
1000537501,,66872.0,Multifamily Housing,1903.0,Whole Building,,105.9,,145561.0,3636581.6,555.2,253.6,301.6,,,2016,100.0,120,GREENWICH STREET    
1000537502,,396477.0,Hotel,2010.0,Whole Building,Whole Building,22651.4,7140119994.0,,7379435.8,474705.3,0.0,474705.3,7091.0,22.47,2016,100.0,123,WASHINGTON STREET   
1000550014,,258071.0,Multifamily Housing,1926.0,Whole Building,Whole Building,70.2,,9075733.4,8499372.2,1186.9,482.1,704.9,,,2016,100.0,71,WEST STREET         
1000550016,,420322.0,Hotel,1990.0,Whole Building,Whole Building,303.3,22744230.5,67453504.7,9890954.7,5913.3,3582.8,2330.5,28972.0,87.79,2016,100.0,80,WEST STREET         
1000557501,,449355.0,Office,1921.0,Whole Building,Whole Building,89.3,29354814.4,,15495939.5,3234.3,0.0,3234.3,,,2016,100.0,40,RECTOR STREET       
1000560001,,181297.0,Hotel,2009.0,Whole Building,,117.6,10320968.0,864051.2,10362386.3,1590.6,45.9,1544.7,10883.2,,2016,100.0,140,WASHINGTON STREET   
1000560004,,357001.0,Multifamily Housing,1908.0,Whole Building,,41.1,,2158200.3,11793496.2,1092.7,114.6,978.1,,,2016,95.0,90,WEST STREET         
1000627501,,2139035.0,Office,1972.0,Whole Building,Whole Building,104.7,92673383.2,1710542.4,150727724.0,18778.0,124.1,18653.8,32369.5,13.8,2016,85.0,1,LIBERTY PLAZA       
1000630003,,647875.0,Office,1973.0,Whole Building,Whole Building,192.6,71536433.6,,56946280.0,9472.7,0.0,9472.7,,,2016,100.0,22,CORTLANDT STREET    
1000640008,,167448.0,Multifamily Housing,1909.0,Whole Building,,93.6,9596647.9,1502992.9,4566397.1,1095.7,79.8,1015.9,,,2016,100.0,53,LIBERTY STREET      
1000640012,,279669.0,Office,1600.0,Whole Building,,67.0,6626222.3,,11872060.7,1424.6,0.0,1424.6,,,2016,100.0,150,BROADWAY            
1000640015,,150000.0,Office,1908.0,Whole Building,Whole Building,111.1,,803370.0,7968316.0,1255.7,594.9,660.8,,,2016,100.0,160,BROADWAY            
1000650007,,124910.0,Office,1908.0,Whole Building,,58.0,3019834.6,,5337422.3,643.2,0.0,643.2,,,2016,100.0,15,MAIDEN LANE         
1000650010,,58354.0,Multifamily Housing,1900.0,Whole Building,Whole Building,123.8,,6502859.5,1315937.8,454.5,345.4,109.1,,,2016,100.0,9,MAIDEN LANE         
1000650017,,168176.0,Multifamily Housing,1927.0,Whole Building,Whole Building,62.9,,6286043.1,5039648.0,751.8,333.9,418.0,,,2016,100.0,176,BROADWAY            
1000650024,,52486.0,Other,2012.0,Whole Building,Whole Building,5.8,,,291793.4,24.2,0.0,24.2,396.2,7.92,2016,0.0,24,JOHN STREET         
1000660001,,640000.0,Office,1924.0,Whole Building,Whole Building,116.6,49338991.7,1931319.8,50156056.0,7538.3,102.6,7435.7,27999.7,21.14,2016,100.0,19,LIBERTY STREET      
1000670001,,1073000.0,Office,1965.0,Whole Building,Whole Building,95.5,72475402.3,,29965549.6,7297.4,0.0,7297.4,22827.5,21.27,2016,100.0,59,MAIDEN LANE         
1000670023,,558327.0,Office,1986.0,Whole Building,Whole Building,66.3,10081634.6,,30826983.2,3226.0,0.0,3226.0,5561.6,9.01,2016,100.0,56,NASSAU STREET       
1000680007,,155450.0,Office,1959.0,Whole Building,Whole Building,111.4,7702361.1,279644.1,9368979.8,1303.3,14.9,1288.4,,,2016,100.0,83,MAIDEN LANE         
1000680011,,155026.0,Office,1925.0,Whole Building,Whole Building,20006.6,3091826465.6,1750312.9,7969780.1,206046.6,93.0,205953.6,,,2016,100.0,75,MAIDEN LANE         
1000680028,,71539.0,Hotel,1999.0,Whole Building,Whole Building,107.7,,3520169.7,4187164.7,534.2,187.0,347.3,6299.3,88.05,2016,100.0,15,GOLD STREET         
1000680036,,377120.0,Office,1972.0,Whole Building,Whole Building,73997.8,28156466160.0,,48747505.4,1873590.0,0.0,1873590.0,7044.8,14.18,2016,100.0,100,WILLIAM STREET      
1000687501,,200610.0,Multifamily Housing,1927.0,Whole Building,Whole Building,80.2,4709527.0,2044115.2,4758149.3,815.9,108.6,707.3,,,2016,100.0,80,JOHN STREET         
1000687502,,126430.0,Multifamily Housing,1967.0,Whole Building,Whole Building,32936.5,3994904764.0,310433.3,5648369.2,265740.6,16.5,265724.1,,,2016,100.0,90,WILLIAM STREET      
1000690006,,222000.0,Multifamily Housing,2008.0,Whole Building,,49.9,,2622790.9,9364579.1,916.0,139.3,776.6,,,2016,100.0,211,PEARL STREET        
1000690018,,627330.0,Multifamily Housing,2000.0,Whole Building,Whole Building,92.2,,41067661.1,17568430.1,3638.3,2181.3,1457.0,30707.3,48.28,2016,100.0,2,GOLD STREET         
1000690030,,114226.0,Hotel,2015.0,Whole Building,Whole Building,12.2,,,1388291.0,115.1,0.0,115.1,12.3,0.11,2016,90.0,4,PLATT STREET        
1000690032,,338463.0,Office,1931.0,Whole Building,,62.5,,9163300.0,12247714.6,1502.5,486.7,1015.8,,,2016,100.0,116,JOHN STREET         
1000697502,,372364.0,Multifamily Housing,1998.0,Whole Building,,31.5,,,11878143.3,985.1,0.0,985.1,,,2016,100.0,90,JOHN STREET         
1000707501,,343902.0,Office,1959.0,Whole Building,Whole Building,41.1,,0.0,12997536.3,1077.9,0.0,1077.9,4086.4,12.93,2016,95.0,125,MAIDEN LANE         
1000710001,,52969.0,Multifamily Housing,1917.0,Whole Building,Whole Building,95.8,,,1640972.0,436.0,299.9,136.1,2131.3,35.92,2016,100.0,156,FRONT STREET        
1000717501,,580000.0,Office,1982.0,Whole Building,Whole Building,92.3,12574096.4,1212999.9,41606128.5,4349.9,64.4,4285.5,1944.2,3.24,2016,100.0,175,WATER STREET        
1000720012,,70044.0,Hotel,2010.0,Whole Building,Whole Building,151.4,,,1905682.4,158.0,,158.0,3030.7,43.27,2016,100.0,161,FRONT STREET        
1000720027,,52005.0,Multifamily Housing,1900.0,Whole Building,Whole Building,35.8,,1100018.2,763551.3,121.8,58.4,63.3,1406.0,27.04,2016,95.0,85,SOUTH STREET        
1000747501,,995083.0,Office,1984.0,Whole Building,Whole Building,79.2,18885296.8,1157645.4,58252800.7,6146.6,61.5,6085.1,,,2016,100.0,199,WATER STREET        
1000750001,,541000.0,Multifamily Housing,1961.0,Whole Building,Whole Building,102.0,,34644769.8,20514451.0,3541.5,1840.2,1701.3,59313.0,,2016,100.0,127,JOHN STREET         
1000750021,,234553.0,Office,1986.0,Whole Building,,79.0,,,15534608.3,1595.8,307.5,1288.4,3811.3,15.3,2016,100.0,40,FULTON STREET       
1000750030,,296076.0,Office,1936.0,Whole Building,Whole Building,70.2,8586964.2,,12398918.9,1598.5,0.0,1598.5,,,2016,100.0,111,JOHN STREET         
1000760024,,62028.0,Multifamily Housing,2009.0,Whole Building,Whole Building,64.2,,2534500.2,1673125.4,273.4,134.6,138.8,1644.2,25.1,2016,100.0,40,GOLD STREET         
1000767501,,158477.0,Multifamily Housing,2001.0,Whole Building,Whole Building,71.1,,9384012.7,1888340.8,655.0,498.4,156.6,5746.0,36.26,2016,100.0,15,CLIFF STREET        
1000767502,,472059.0,Multifamily Housing,2003.0,Whole Building,,111.1,,27838866.7,15317380.8,2749.0,1478.7,1270.3,,,2016,100.0,99,JOHN STREET         
1000770001,,160000.0,Multifamily Housing,1926.0,Whole Building,Whole Building,76.1,,5873700.1,6305375.8,834.9,312.0,522.9,7449.3,46.53,2016,95.0,87,JOHN STREET         
1000770008,,788241.0,Office,1958.0,Whole Building,Whole Building,49.2,17198148.0,,25993748.9,3297.7,0.0,3297.7,20269.2,23.09,2016,100.0,110,WILLIAM STREET      
1000780011,,109072.0,Residence Hall/Dormitory,1900.0,Whole Building,,41.8,,283187.9,4542452.7,391.8,15.0,376.7,,,2016,100.0,55,JOHN STREET         
