bbl,street_number,street_name,first_area_type,year,year_built,gross_floor_area,eui_kbtu_sf,steam_kbtu_sf,natural_gas_kbtu_sf,electricity_kbtu_sf,total_ghg_mmco2e_sf,direct_ghg_mmco2e_sf,indirect_ghg_mmco2e_sf
2056100025,650,BRUSH AVENUE        ,Distribution Center,2016,2009,214000,113.8,,79.2501943925,43.0095757009,0.0077761682,0.0042093458,0.0035668224
2056110027,535,BRUSH AVENUE,Non-Refrigerated Warehouse,2017,1983,77600,32.7,,,41.4964858247,0.0038505155,0,0.0038505155
2056110027,535,BRUSH AVENUE        ,Non-Refrigerated Warehouse,2016,1983,77600,32.7,,,41.4732706186,0.003439433,0,0.003439433
2056250065,30,PILOT STREET,Multifamily Housing,2017,1964,63000,75.2,,5.8390666667,20.6282555556,0.0064984127,0.004584127,0.0019142857
2056250065,30,PILOT STREET        ,Multifamily Housing,2016,1964,63000,89.1,,6.6571904762,20.8536253968,0.0074396825,0.0057111111,0.0017301587
2056400018,160,PILOT STREET,Multifamily Housing,2017,1981,97013,71,,54.8163627555,16.2047900797,0.0044148722,0.0029119809,0.0015039222
2056400018,160,PILOT STREET        ,Multifamily Housing,2016,1981,97013,49.3,,42.2121509488,7.0978848196,0.0028305485,0.0022419676,0.0005885809
2056550326,4275,BOSTON ROAD,Non-Refrigerated Warehouse,2017,1970,72248,63.4,,41.7857933784,35.9876397963,0.0055586314,0.0022201307,0.0033398848
2056550326,4275,BOSTON ROAD         ,Non-Refrigerated Warehouse,2016,1970,72248,84.1,,66.2811427306,36.8960746318,0.0065801129,0.0035198206,0.0030602923
2057010113,3054,GODWIN TERRACE,Multifamily Housing,2017,1927,57000,49.3,,1.7985947368,0.4516631579,0.0042052632,0.0041631579,4.21052631578947E-05
2057030168,3000,KINGSBRIDGE AVENUE,Multifamily Housing,2017,1923,99000,41.2,,25.254679798,15.9834858586,0.0028242424,0.0013414141,0.0014828283
2057030168,3000,KINGSBRIDGE AVENUE  ,Multifamily Housing,2016,1923,99000,20.3,,4.1722646465,16.120169697,0.0015585859,0.0002212121,0.0013373737
2057030175,3024,KINGSBRIDGE AVENUE,Multifamily Housing,2017,1926,56000,73.4,,4.4321428571,15.9412303571,0.0059232143,0.0044446429,0.0014785714
2057030175,3024,KINGSBRIDGE AVENUE  ,Multifamily Housing,2016,1926,56000,76.6,,4.5803571429,14.236875,0.0059982143,0.0048178571,0.0011803571
2057030186,3052,KINGSBRIDGE AVENUE,Multifamily Housing,2017,1950,78400,85.3,,13.433247449,15.3779719388,0.0049885204,0.0035612245,0.0014272959
2057030186,3052,KINGSBRIDGE AVENUE  ,Multifamily Housing,2016,1950,78400,152.7,,17.0877576531,14.2604017857,0.0086862245,0.0075038265,0.001182398
2057030192,3063,GODWIN TERRACE,Multifamily Housing,2017,1925,64490,60.7,,38.4044037835,11.21256784,0.0031276167,0.0020871453,0.0010404714
2057030192,3063,GODWIN TERRACE      ,Multifamily Housing,2016,1925,64490,93.3,,64.9465126376,11.2013521476,0.0044580555,0.0035292293,0.0009288262
2057030209,3025,GODWIN TERRACE,Multifamily Housing,2017,1926,65250,69.5,,63.6207846743,12.8668597701,0.0045731801,0.0033793103,0.0011938697
2057030209,3025,GODWIN TERRACE      ,Multifamily Housing,2016,1926,65250,64.8,,58.9265762452,12.3791463602,0.0041563218,0.0031295019,0.0010268199
2057040050,224,NAPLES TERRACE,Multifamily Housing,2017,1927,122640,111.6,,89.5728114808,29.7313837247,0.0075163079,0.0047578278,0.0027592955
2057040050,224,NAPLES TERRACE      ,Multifamily Housing,2016,1927,122640,102.9,,42.6540394651,27.0743272994,0.0075489237,0.0053033268,0.0022455969
2057050025,3136,GODWIN TERRACE,Multifamily Housing,2017,1928,72280,80.8,,3.3238406198,12.2406253459,0.0061524626,0.0050166021,0.0011358605
2057050025,3136,GODWIN TERRACE      ,Multifamily Housing,2016,1928,72280,76.4,,2.6134477034,5.9460293304,0.0056654676,0.0051715551,0.0004925291
2057050036,225,NAPLES TERRACE,Multifamily Housing,2017,1926,53482,105.9,,91.4111514154,14.4341086721,0.0061946075,0.0048558393,0.0013387682
2057050036,225,NAPLES TERRACE      ,Multifamily Housing,2016,1926,53482,110.8,,97.2559926704,13.5684192813,0.0062918365,0.0051662242,0.0011256124
2057060001,3104,KINGSBRIDGE AVENUE,Multifamily Housing,2017,1926,68605,63.9,,52.18213104,11.7244326215,0.003859777,0.0027709351,0.0010873843
2057060001,3104,KINGSBRIDGE AVENUE  ,Multifamily Housing,2016,1926,68605,73.1,,56.6570089644,16.3979374681,0.0043699439,0.0030099847,0.0013599592
2057060007,231,WEST 231 STREET,Multifamily Housing,2017,1925,66623,85.5,,69.524039746,22.3862584993,0.0057697792,0.0036924185,0.0020773607
2057060007,231,WEST  231 STREET    ,Multifamily Housing,2016,1925,66623,52.8,,35.6888792159,21.0771895592,0.0036428861,0.0018957417,0.0017486454
2057070013,3140,KINGSBRIDGE AVENUE,Multifamily Housing,2017,1926,74729,151.8,,68.1405264355,16.4186594227,0.0101727576,0.0086499217,0.001524174
2057070013,3140,KINGSBRIDGE AVENUE  ,Multifamily Housing,2016,1926,74729,138.2,,7.0564840959,15.1964244135,0.0103159416,0.0090553868,0.0012605548
2057070020,3135,GODWIN TERRACE,Multifamily Housing,2017,1928,69500,60.7,,63.5319726619,6.3032805755,0.0039597122,0.0033741007,0.0005856115
2057070020,3135,GODWIN TERRACE      ,Multifamily Housing,2016,1928,69500,73.7,,75.0115438849,9.791847482,0.0047956835,0.0039841727,0.0008115108
2057087501,3120,CORLEAR AVENUE,Multifamily Housing,2017,2009,65525,71.3,,29.1435528424,30.0598168638,0.0043372758,0.001547501,0.0027897749
2057087501,3120,CORLEAR AVENUE      ,Multifamily Housing,2016,2009,65525,72.8,,31.9349408623,28.5302968333,0.0040625715,0.0016955361,0.0023655093
2057097501,3050,CORLEAR AVENUE,Other,2017,2011,95582,9.2,,1.1332949719,8.1614038208,0.0008170995,6.06808813374903E-05,0.0007574648
2057097501,3050,CORLEAR AVENUE      ,Other,2016,2011,95582,0.2,,,0.1677052165,1.3600887196334E-05,0,1.3600887196334E-05
2057130107,290,WEST 232 STREET,Multifamily Housing,2017,1966,122000,104.5,,,19.0434827869,0.0089942623,0.0072270492,0.0017672131
2057130107,290,WEST  232 STREET    ,Multifamily Housing,2016,1966,122000,109.8,,,17.465052459,0.0092311475,0.0077827869,0.0014483607
2057140141,311,WEST 231 STREET,Senior Care Community,2017,1975,58795,164.5,,88.6257606939,75.835657794,0.0117441959,0.0047078833,0.0070380134
2057140141,311,WEST  231 STREET    ,Senior Care Community,2016,1975,58795,169.5,,89.6355472404,79.8855957139,0.0113870227,0.0047606089,0.006624713
2057140164,3125,TIBBETT AVENUE      ,Multifamily Housing,2016,1961,234000,114.9,,,19.5559931624,0.0085692308,0.0069474359,0.0016217949
2057160265,2465,PALISADE AVENUE,Multifamily Housing,2017,1957,85117,88.8,,65.0741508747,18.5455161719,0.0051775791,0.0034564188,0.0017211603
2057160265,2465,PALISADE AVENUE     ,Multifamily Housing,2016,1957,85117,74.2,,3.7091297861,18.4147279627,0.0052633434,0.0037360339,0.0015273095
2057160362,2400,JOHNSON AVENUE,Multifamily Housing,2017,1969,142000,106,,83.5715866197,22.8140535211,0.0071352113,0.0050183099,0.0021169014
2057160362,2400,JOHNSON AVENUE      ,Multifamily Housing,2016,1969,142000,112.2,,5.1891316901,22.154234507,0.0091274648,0.0072901408,0.0018373239
2057160500,2500,JOHNSON AVENUE,Multifamily Housing,2017,1967,466400,75,,58.8813559177,19.1374907804,0.0049035163,0.0031275729,0.0017759434
2057160500,2500,JOHNSON AVENUE      ,Multifamily Housing,2016,1967,466400,78,,61.667509434,19.4181222127,0.0048859348,0.0032755146,0.0016104202
2057220445,555,KAPPOCK STREET,Multifamily Housing,2017,1966,539000,110.3,,92.5954070501,16.5048178108,0.0065573284,0.005025603,0.0015317254
2057220445,555,KAPPOCK STREET      ,Multifamily Housing,2016,1966,539000,115,,97.9431595547,17.2877820037,0.0066359926,0.0052022263,0.0014337662
2057220475,2600,NETHERLAND AVENUE,Multifamily Housing,2017,1975,844578,105.7,,89.7950612022,21.1397956139,0.0067311723,0.0047694825,0.0019618081
2057220475,2600,NETHERLAND AVENUE   ,Multifamily Housing,2016,1975,844578,152.3,,138.1198722913,21.7785071361,0.0091424356,0.0073362081,0.0018062275
2057230042,60,KNOLLS CRESCENT,Multifamily Housing,2017,1953,237800,116.6,,111.453039529,16.7625130362,0.0074751892,0.0059196804,0.0015555088
2057230042,60,KNOLLS CRESCENT     ,Multifamily Housing,2016,1953,237800,120.7,,103.6645920942,17.0244541632,0.0069179983,0.0055063078,0.001412111
2057230084,25,KNOLLS CRESCENT,Multifamily Housing,2017,1954,247247,70,,67.1115871982,18.0086783662,0.0055050213,0.003833818,0.0016712033
2057230084,25,KNOLLS CRESCENT     ,Multifamily Housing,2016,1954,247247,78.1,,65.2603012372,17.8669071819,0.0061266669,0.004644748,0.0014819189
2057230100,500,KAPPOCK STREET,Multifamily Housing,2017,1950,64142,71.5,,10.8560178978,15.8320180225,0.0070967541,0.0056281376,0.0014686165
2057230100,500,KAPPOCK STREET      ,Multifamily Housing,2016,1950,64142,70.1,,5.7799881513,15.8869788906,0.0069127873,0.0055953977,0.0013173895
2057237501,2287,JOHNSON AVENUE,Multifamily Housing,2017,1983,112390,81.7,,45.8635109885,17.4355992526,0.0040537414,0.0024361598,0.0016175816
2057237501,2287,JOHNSON AVENUE      ,Multifamily Housing,2016,1983,112390,83.2,,47.1821318623,17.2801868494,0.0039389625,0.0025064508,0.0014334015
2057240685,601,KAPPOCK STREET,Multifamily Housing,2017,1960,129600,69.2,,56.4472908951,12.7335262346,0.004179784,0.0029984568,0.0011813272
2057240685,601,KAPPOCK STREET      ,Multifamily Housing,2016,1960,129600,78.1,,65.4988819444,12.5954375,0.0045239198,0.0034791667,0.0010447531
2057250767,609,KAPPOCK STREET,Multifamily Housing,2017,1962,82500,60.9,,48.0459624242,12.8859309091,0.0037478788,0.0025515152,0.0011963636
2057250767,609,KAPPOCK STREET      ,Multifamily Housing,2016,1962,82500,72.6,,60.8181818182,11.7913345455,0.0042084848,0.003230303,0.0009781818
2057250776,629,KAPPOCK STREET,Multifamily Housing,2017,1961,130570,66.4,,54.1433491614,12.2914589875,0.0040162365,0.002875852,0.0011403845
2057250776,629,KAPPOCK STREET      ,Multifamily Housing,2016,1961,130570,66.2,,26.1625174236,12.0508294401,0.0044681014,0.0034686375,0.0009994639
2057260673,2750,JOHNSON AVENUE,Multifamily Housing,2017,1964,93060,71.3,,69.2112615517,13.9564216634,0.0049709865,0.0036761229,0.0012948635
2057260673,2750,JOHNSON AVENUE      ,Multifamily Housing,2016,1964,93060,72,,70.8360219213,13.1711497958,0.0048549323,0.003762089,0.0010928433
2057320924,2700,HENRY HUDSON PKWY E,Multifamily Housing,2017,1955,108955,58.6,,51.8883942912,8.8290184021,0.0035757882,0.0027561837,0.0008196044
2057320924,2700,HENRY HUDSON PKWY E ,Multifamily Housing,2016,1955,108955,60.4,,54.0902207333,8.4988252031,0.0035776238,0.0028727456,0.0007048782
2057320941,2728,HENRY HUDSON PKWY E,Multifamily Housing,2017,1928,158408,82.6,,69.5515535832,10.5809043735,0.0048703348,0.0038880612,0.0009816423
2057320941,2728,HENRY HUDSON PKWY E ,Multifamily Housing,2016,1928,158408,92.7,,20.3208234433,11.4228378617,0.0066341346,0.0056865815,0.0009475532
2057360006,3050,FAIRFIELD AVENUE,Multifamily Housing,2017,1958,111000,77.7,,2.8466666667,14.4901756757,0.0059873874,0.0046423423,0.001345045
2057360006,3050,FAIRFIELD AVENUE    ,Multifamily Housing,2016,1958,111000,123.8,,2.8274774775,13.5981135135,0.0093486486,0.0082207207,0.0011279279
2057370061,640,WEST 231 STREET,Multifamily Housing,2017,1953,72800,75.7,,71.1069519231,15.3685,0.0052032967,0.0037774725,0.0014258242
2057370061,640,WEST  231 STREET    ,Multifamily Housing,2016,1953,72800,75.8,,71.6112637363,15.0467293956,0.0050508242,0.0038035714,0.0012472527
2057380353,3015,RIVERDALE AVENUE,Multifamily Housing,2017,1941,125148,83.1,,69.5179803113,13.5473982804,0.00494934,0.0036924282,0.0012569118
2057380353,3015,RIVERDALE AVENUE    ,Multifamily Housing,2016,1941,125148,93.6,,77.5472240867,16.0128224183,0.0054471506,0.004119123,0.0013280276
2057380366,3030,JOHNSON AVENUE,Multifamily Housing,2017,1966,64310,83.3,,3.3142279583,16.5998662727,0.0064173534,0.00487638,0.0015409734
2057380366,3030,JOHNSON AVENUE      ,Multifamily Housing,2016,1966,64310,65,,3.6492924895,15.4284574716,0.0048810449,0.0036013062,0.0012797388
2057390257,3135,JOHNSON AVENUE,Multifamily Housing,2017,1953,141721,106.9,,84.9371060041,21.0843241298,0.006533259,0.0045773033,0.0019566613
2057390257,3135,JOHNSON AVENUE      ,Multifamily Housing,2016,1953,141721,105.9,,84.2549325788,20.4132281031,0.0062601873,0.0045674247,0.0016927625
2057420120,3103,FAIRFIELD AVENUE,Multifamily Housing,2017,1949,108700,92.3,,75.6649208832,16.6471149954,0.0055639374,0.0040193192,0.0015446182
2057420120,3103,FAIRFIELD AVENUE    ,Multifamily Housing,2016,1949,108700,96.5,,79.9436338546,16.5422180313,0.0056182153,0.0042465501,0.0013716651
2057430002,2530,INDEPENDENCE AVENUE,Multifamily Housing,2017,1961,79296,84.4,,72.7403059423,14.8356865416,0.0052398608,0.0038640032,0.0013771186
2057430002,2530,INDEPENDENCE AVENUE ,Multifamily Housing,2016,1961,79296,88.9,,29.8529560129,14.4427612994,0.0063445823,0.0051465395,0.0011980428
2057430029,666,KAPPOCK STREET,Senior Care Community,2017,1967,69314,225.6,,165.910202845,64.2094410942,0.0147704648,0.0088120726,0.0059583922
2057430029,666,KAPPOCK STREET      ,Senior Care Community,2016,1967,69314,158.1,,100.2034221081,61.0983957065,0.0103889546,0.0053221571,0.0050667975
2057430198,2390,PALISADE AVENUE,Multifamily Housing,2017,1964,80214,77,,71.6431882215,12.9238674047,0.005004114,0.0038048221,0.0011992919
2057430198,2390,PALISADE AVENUE     ,Multifamily Housing,2016,1964,80214,73.3,,67.7932418281,12.7374735084,0.0046575411,0.003600369,0.0010559254
2057430203,2550,INDEPENDENCE AVENUE,Multifamily Housing,2017,1959,200314,50.1,,44.9569176393,12.2833631199,0.0035279611,0.0023877512,0.0011397107
2057430203,2550,INDEPENDENCE AVENUE ,Multifamily Housing,2016,1959,200314,50.4,,45.4666164122,12.1470860749,0.0034221273,0.0024147089,0.0010074184
2057440048,750,KAPPOCK STREET,Multifamily Housing,2017,1953,209920,75.4,,67.7720336319,14.4049642721,0.0049366425,0.0035994665,0.0013366997
2057440048,750,KAPPOCK STREET      ,Multifamily Housing,2016,1953,209920,66.2,,57.8322851563,14.3707055069,0.004263529,0.0030716463,0.0011918826
2057450001,2621,PALISADE AVENUE,Multifamily Housing,2017,1962,231154,191.7,,89.2660304386,22.2001276205,0.0128360314,0.0107759329,0.0020600985
2057450001,2621,PALISADE AVENUE     ,Multifamily Housing,2016,1962,231154,192.1,,97.0197387889,22.5957136801,0.0124748003,0.0106011577,0.0018740753
2057450012,2727,PALISADE AVENUE,Multifamily Housing,2017,1955,194730,75.5,,68.7572536332,13.5859276948,0.0049129564,0.0036522364,0.00126072
2057450012,2727,PALISADE AVENUE     ,Multifamily Housing,2016,1955,194730,74.1,,67.3614738356,13.4234745545,0.0046911108,0.0035777744,0.0011133364
2057450305,2575,PALISADE AVENUE,Multifamily Housing,2017,1958,168962,103.1,,81.9599981061,12.8388004403,0.0055444419,0.0043530498,0.0011913921
2057450305,2575,PALISADE AVENUE     ,Multifamily Housing,2016,1958,168962,105.2,,30.2606497319,12.5390359963,0.0067133438,0.005673465,0.0010398788
2057457501,2521,PALISADE AVENUE,Multifamily Housing,2017,1986,63429,111.3,,68.9921597377,25.0853820808,0.0059925271,0.0036639392,0.0023285879
2057457501,2521,PALISADE AVENUE     ,Multifamily Housing,2016,1986,63429,118,,74.1274968863,25.6607813461,0.0060650491,0.0039366851,0.002128364
2057460567,2675,HENRY HUDSON PKWY W,Multifamily Housing,2017,1951,92782,66.8,,56.7587786424,10.0306158522,0.0039458085,0.0030145933,0.0009312151
2057460567,2675,HENRY HUDSON PKWY W ,Multifamily Housing,2016,1951,92782,70.4,,60.3443458861,10.1042034015,0.00404281,0.0032053631,0.0008374469
2057460584,2601,HENRY HUDSON PKWY W,Multifamily Housing,2017,1954,92171,71.8,,57.6660424645,14.1474064511,0.0043755628,0.0030627855,0.0013127773
2057460584,2601,HENRY HUDSON PKWY W ,Multifamily Housing,2016,1954,92171,17.8,,3.3643987805,14.4015341051,0.001373534,0.0001790151,0.0011945189
2057470590,2711,HENRY HUDSON PKWY W,Multifamily Housing,2017,1953,82559,35.2,,15.4762266985,19.7240458339,0.0026526484,0.0008224421,0.0018302063
2057470590,2711,HENRY HUDSON PKWY W ,Multifamily Housing,2016,1953,82559,53.7,,34.19331145,19.460557904,0.0034302741,0.0018156712,0.0016133916
2057470628,2727,HENRY HUDSON PKWY W,Multifamily Housing,2017,2013,94430,45.3,,16.4174520809,20.7011881817,0.0027925447,0.0008715451,0.0019209997
2057480500,3001,HENRY HUDSON PKWY W,Multifamily Housing,2017,1934,147500,71.6,,52.8207905085,10.4979755932,0.003779661,0.0028054237,0.0009742373
2057480500,3001,HENRY HUDSON PKWY W ,Multifamily Housing,2016,1934,147500,75.8,,57.1913674576,9.8635491525,0.0038555932,0.0030379661,0.0008183051
2057500357,735,KAPPOCK STREET,Multifamily Housing,2017,1953,61538,110.7,,92.2782540869,18.4082420618,0.0066089246,0.0049010368,0.0017078878
2057500357,735,KAPPOCK STREET      ,Multifamily Housing,2016,1953,61538,113.7,,95.8743248074,17.8564659235,0.0065731743,0.0050927882,0.0014803861
2057500382,720,WEST 231 STREET,Senior Care Community,2017,1936,281965,116.5,,,,0.0079513415,0.0079513415,0
2057500382,720,WEST  231 STREET    ,Senior Care Community,2016,1936,281965,119.2,,,,0.008131151,0.008131151,0
2057540001,3204,KINGSBRIDGE AVENUE,Multifamily Housing,2017,1927,61020,56.7,,50.1362405769,1.918972468,0.0028416912,0.0026630613,0.00017863
2057540001,3204,KINGSBRIDGE AVENUE  ,Multifamily Housing,2016,1927,61020,62,,55.1359865618,1.7288102262,0.0030711242,0.002928548,0.0001425762
2057540005,3214,KINGSBRIDGE AVENUE,Multifamily Housing,2017,1927,61020,66.9,,67.7039167486,1.3528564405,0.0037217306,0.0035955424,0.0001261881
2057540005,3214,KINGSBRIDGE AVENUE  ,Multifamily Housing,2016,1927,61020,59.3,,59.8171632252,1.3580055719,0.0032890855,0.0031776467,0.0001130777
2057540072,222,WEST 233 STREET,Multifamily Housing,2017,1923,66270,73.2,,80.0396333182,1.7535430813,0.0044137619,0.0042507922,0.0001629697
2057540072,222,WEST  233 STREET    ,Multifamily Housing,2016,1923,66270,72.2,,78.7894492229,1.8117851215,0.004335295,0.0041843972,0.0001508978
2057540090,225,WEST 232 STREET,Multifamily Housing,2017,1929,87510,108.1,,4.8024008685,19.142156325,0.0083647583,0.0065889613,0.0017769398
2057540090,225,WEST  232 STREET    ,Multifamily Housing,2016,1929,87510,114.5,,4.4954862301,18.1839984002,0.0085590218,0.0070506228,0.001508399
2057550019,233,WEST 233 STREET,Multifamily Housing,2017,1930,56250,82.8,,77.6306897778,14.0085564444,0.005424,0.0041226667,0.0012995556
2057550019,233,WEST  233 STREET    ,Multifamily Housing,2016,1930,56250,73.8,,76.3103946667,5.3619964444,0.0044977778,0.0040533333,0.0004444444
2057550056,217,WEST 233 STREET,Multifamily Housing,2017,1927,71720,68.5,,66.1303262688,0.7375906302,0.0035805912,0.0035122699,6.83212493028444E-05
2057550056,217,WEST  233 STREET    ,Multifamily Housing,2016,1927,71720,63.3,,60.9862451199,0.8395343001,0.0033087005,0.0032389849,6.97155605131065E-05
2057580442,315,WEST 232 STREET,Multifamily Housing,2017,1974,75747,33.5,,9.793152204,16.82593106,0.0024198978,0.00085944,0.001561778
2057580442,315,WEST  232 STREET    ,Multifamily Housing,2016,1974,75747,66.7,,2.8879955642,15.5559441298,0.0046787332,0.0033889131,0.0012898201
2057590364,3240,RIVERDALE AVENUE,Multifamily Housing,2017,1970,67987,84,,69.6667921809,14.3663259152,0.0050333152,0.0037007075,0.0013326077
2057590364,3240,RIVERDALE AVENUE    ,Multifamily Housing,2016,1979,67987,80.5,,77.1774015621,3.2997543648,0.0043728948,0.0040993131,0.0002735817
2057590573,3411,IRWIN AVENUE,Multifamily Housing,2017,1962,345000,104,,6.7508501449,16.2043518841,0.00788,0.0063762319,0.0015037681
2057600100,3410,KINGSBRIDGE AVENUE,Multifamily Housing,2017,1927,142500,76.2,,66.0580112281,16.2624638596,0.0050175439,0.0035087719,0.0015094737
2057600100,3410,KINGSBRIDGE AVENUE  ,Multifamily Housing,2016,1927,142500,101.5,,61.8472547368,14.8433621053,0.0069635088,0.0057326316,0.0012308772
2057600112,3424,KINGSBRIDGE AVENUE,Multifamily Housing,2017,1962,128500,120.8,,109.5891821012,19.6497867704,0.007644358,0.0058210117,0.0018233463
2057600112,3424,KINGSBRIDGE AVENUE  ,Multifamily Housing,2016,1962,128500,108,,41.4468202335,18.9072023346,0.0079284047,0.0063603113,0.0015680934
2057610444,3425,KINGSBRIDGE AVENUE,Multifamily Housing,2017,1964,69595,95.4,,,20.1624096559,0.0079646526,0.0060938286,0.0018708241
2057610444,3425,KINGSBRIDGE AVENUE  ,Multifamily Housing,2016,1964,69595,110,,,18.0289288024,0.0089173073,0.0074229471,0.0014957971
2057640642,3475,GREYSTONE AVENUE,Multifamily Housing,2017,1957,61187,111.7,,101.0406900159,12.4411623384,0.006520993,0.0053671532,0.0011538399
2057640642,3475,GREYSTONE AVENUE    ,Multifamily Housing,2016,1957,61187,126.5,,116.6571395885,11.9345547257,0.007186167,0.0061957605,0.0009904065
2057660775,3605,KINGSBRIDGE AVENUE,Multifamily Housing,2017,1929,65250,93.2,,13.6882252874,18.8410544061,0.0077823755,0.0060337165,0.001748659
2057660775,3605,KINGSBRIDGE AVENUE  ,Multifamily Housing,2016,1929,65250,97.9,,12.1414436782,17.663394636,0.0080061303,0.0065409962,0.0014651341
2057670798,288,WEST 238 STREET,Multifamily Housing,2017,1960,69848,76,,71.2730944336,13.1393096438,0.005005154,0.0037853625,0.0012197915
2057670798,288,WEST  238 STREET    ,Multifamily Housing,2016,1960,69848,73,,68.1345206735,12.8654979384,0.0046858894,0.0036192876,0.0010666018
2057690105,3636,WALDO AVENUE,Office,2017,1987,113280,69.7,,52.2325441384,17.4538885946,0.0043944209,0.002774541,0.0016198799
2057690105,3636,WALDO AVENUE        ,Office,2016,1987,113280,65.6,,55.3341375353,10.2347245763,0.003787959,0.0029387359,0.0008492232
2057690132,3660,WALDO AVENUE,Multifamily Housing,2017,1940,72000,99.6,,82.579075,17.0147583333,0.0059652778,0.0043861111,0.0015791667
2057690132,3660,WALDO AVENUE        ,Multifamily Housing,2016,1940,72000,131.1,,114.2722263889,16.7823958333,0.0074611111,0.0060694444,0.0013916667
2057700069,3636,GREYSTONE AVENUE,Multifamily Housing,2017,1940,118214,97.1,,57.3465663965,10.0493384878,0.0041517925,0.0032195848,0.0009322077
2057700069,3636,GREYSTONE AVENUE    ,Multifamily Housing,2016,1940,118214,99.5,,50.2915060822,10.0375209366,0.0043268987,0.00349451,0.0008323887
2057710041,474,WEST 238 STREET,Multifamily Housing,2017,1939,76500,68.3,,54.6920888889,8.8785777778,0.0040797386,0.0032562092,0.0008235294
2057710041,474,WEST  238 STREET    ,Multifamily Housing,2016,1939,76500,100.8,,85.2422640523,10.1737555556,0.005772549,0.0049294118,0.0008431373
2057717501,3636,FIELDSTON ROAD,Multifamily Housing,2017,1960,143886,70.5,,50.6343223107,10.5169175597,0.0036654018,0.0026896293,0.0009757725
2057717501,3636,FIELDSTON ROAD      ,Multifamily Housing,2016,1960,143886,80.2,,24.4082113618,10.580386556,0.0047753082,0.00389753,0.0008777782
2057730290,275,WEST 238 STREET,Multifamily Housing,2017,1937,71091,111.7,,81.0071823438,24.9111153311,0.0070473056,0.0047347766,0.0023111224
2057730290,275,WEST  238 STREET    ,Multifamily Housing,2016,1937,71091,85.5,,59.7673418576,25.1397842202,0.0053044689,0.0032198169,0.0020846521
2057760605,4568,MANHATTAN COLLEGE PY,Multifamily Housing,2017,1925,63600,67.2,,59.0148522013,19.376413522,0.0049323899,0.0031352201,0.0017987421
2057760605,4568,MANHATTAN COLLEGE PY,Multifamily Housing,2016,1925,63600,61.6,,19.1321194969,16.8121022013,0.0049795597,0.0035849057,0.0013946541
2057760614,226,WEST 242 STREET,Multifamily Housing,2017,1924,61500,79.3,,3.9534260163,12.4949479675,0.006598374,0.0054390244,0.0011593496
2057760614,226,WEST  242 STREET    ,Multifamily Housing,2016,1924,61500,79.1,,4.057697561,12.2046097561,0.0064569106,0.0054455285,0.0010113821
2057760632,5935,BROADWAY,Parking,2017,2009,170000,3.3,,,4.1102694118,0.0003811765,0,0.0003811765
2057760632,5935,BROADWAY            ,Parking,2016,2009,170000,3.1,,,3.9097505882,0.0003241176,0,0.0003241176
2057770714,3820,WALDO AVENUE,Multifamily Housing,2017,1923,76677,60,,59.5602344901,9.4188322443,0.0040377167,0.0031639214,0.0008737953
2057770714,3820,WALDO AVENUE        ,Multifamily Housing,2016,1923,76677,34.3,,29.6438306141,9.8404554169,0.0023905474,0.0015741357,0.0008164117
2057770719,3830,WALDO AVENUE,College/University,2017,2014,54392,106,,60.8812656273,75.5266951022,0.010242315,0.0032339315,0.0070083836
2057770719,3830,WALDO AVENUE        ,College/University,2016,2014,54392,115.2,,70.8813777761,77.4035795705,0.0101834829,0.0037652596,0.0064200618
2057770772,3800,WALDO AVENUE,Multifamily Housing,2017,1966,154640,110.5,,,18.4053252716,0.0094774961,0.0077696586,0.0017078376
2057770772,3800,WALDO AVENUE        ,Multifamily Housing,2016,1966,154640,108.2,,,17.9813993792,0.0091063114,0.0076151061,0.0014912054
2057790801,3801,WALDO AVENUE,Residence Hall/Dormitory,2017,1962,92000,70.6,,63.3135173913,22.0434978261,0.0054086957,0.0033630435,0.0020456522
2057790801,3801,WALDO AVENUE        ,Residence Hall/Dormitory,2016,1962,92000,68.9,,63.3086978261,19.9782978261,0.0050195652,0.0033630435,0.0016565217
2057790820,3840,GREYSTONE AVENUE,Multifamily Housing,2017,1951,186480,60.5,,2.4696659159,9.2376565852,0.0046589447,0.0038014801,0.0008574646
2057790820,3840,GREYSTONE AVENUE    ,Multifamily Housing,2016,1951,186480,62.8,,2.4099099099,8.9645838696,0.0047436722,0.004000429,0.0007432432
2057807501,445,WEST 240 STREET,Multifamily Housing,2017,1949,95061,28.8,,6.4128517478,17.3521423086,0.0019513786,0.0003408338,0.0016105448
2057807501,445,WEST  240 STREET    ,Multifamily Housing,2016,1949,95061,28.6,,6.9124036145,16.7403751275,0.0017557148,0.0003671327,0.0013885821
2057830300,511,WEST 232 STREET,Multifamily Housing,2017,1937,69441,87.7,,71.5219999712,16.1846157169,0.0053009029,0.0037989084,0.0015019945
2057830300,511,WEST  232 STREET    ,Multifamily Housing,2016,1937,69441,105.7,,90.3256015898,15.3609035008,0.0060713411,0.004798318,0.0012744632
2057840340,500,WEST 235 STREET,Multifamily Housing,2017,1954,92600,125.1,,3.5884676026,14.5169017279,0.0096166307,0.0082699784,0.0013466523
2057840340,500,WEST  235 STREET    ,Multifamily Housing,2016,1954,92600,103.1,,4.9357224622,15.0732105832,0.0077894168,0.0065388769,0.00125054
