bbl,street_number,street_name,first_area_type,year,year_built,gross_floor_area,eui_kbtu_sf,steam_kbtu_sf,natural_gas_kbtu_sf,electricity_kbtu_sf,total_ghg_mmco2e_sf,direct_ghg_mmco2e_sf,indirect_ghg_mmco2e_sf
1010410011,335,WEST 50 STREET,Multifamily Housing,2017,1930,150000,122.8,,101.2007813333,21.615922,0.0073813333,0.0053753333,0.002006
1010410011,335,WEST   50 STREET    ,Multifamily Housing,2016,1930,150000,113.9,,92.23796,21.7064446667,0.0066993333,0.0048993333,0.0018
1010410050,350,WEST 51 STREET,Multifamily Housing,2017,1965,123925,89.4,,60.9431398023,26.9011127698,0.0057333064,0.0032366351,0.0024966714
1010410050,346,WEST   51 STREET    ,Multifamily Housing,2016,1965,138925,97.8,,21.6337045168,24.7048803311,0.0061220083,0.0040734209,0.0020485874
1010427501,851,8 AVENUE,Hotel,2017,1962,264932,107.5,,0.1864516178,28.1805172648,0.0055285885,0.0029135778,0.0026150106
1010427501,851,   8 AVENUE         ,Hotel,2016,1962,264932,104.9,,0.2370351637,27.0397981369,0.0051175396,0.0028750774,0.0022424622
1010427502,310,WEST 52 STREET,Multifamily Housing,2017,2006,262508,77.8,20.6657560912,8.7563072364,34.6240324104,0.0050505127,0.0004651287,0.0045853841
1010427502,310,WEST   52 STREET    ,Multifamily Housing,2016,2006,262508,85.2,25.080286696,11.0854918707,33.9968176208,0.0050737501,0.0005889344,0.0044848157
1010430013,333,WEST 52 STREET,Office,2017,1929,90000,91.7,,0.0674411111,53.9743488889,0.0087555556,0.0037466667,0.0050088889
1010430013,333,WEST   52 STREET    ,Office,2016,1929,90000,107.2,,0.1263833333,53.8989677778,0.0095266667,0.0050566667,0.00447
1010437501,305,WEST 52 STREET,Multifamily Housing,2017,1942,64020,79.9,,15.334604811,16.2574554827,0.0056654171,0.0041565136,0.0015089035
1010437501,305,WEST   52 STREET    ,Multifamily Housing,2016,1942,64020,75.3,,,16.5166276164,0.0055154639,0.0041455795,0.0013698844
1010437502,879,8 AVENUE,Multifamily Housing,2017,1947,64020,95.8,,2.6540471728,32.9895813808,0.0072024367,0.0041408935,0.0030615433
1010437502,879,   8 AVENUE         ,Multifamily Housing,2016,1947,64020,108.1,,2.8316166823,34.6577725711,0.0077444549,0.004870353,0.0028741018
1010437503,350,WEST 53 STREET,Multifamily Housing,2017,2004,56935,116.1,,58.7261860016,48.5065320102,0.0076209713,0.0031193466,0.0045016247
1010437503,350,WEST   53 STREET    ,Multifamily Housing,2016,2004,56935,112.7,,60.2275015368,43.8481039782,0.0068358655,0.0031983841,0.0036357249
1010447501,301,WEST 53 STREET,Multifamily Housing,2017,1979,333966,75.8,,8.7691833899,27.5227633951,0.0060239665,0.0034698143,0.0025541522
1010447501,301,WEST   53 STREET    ,Multifamily Housing,2016,1950,333966,470.8,,8.3083307882,26.2232682369,0.0052837714,0.0031089991,0.0021747723
1010450029,911,8 AVENUE,Multifamily Housing,2017,1964,326763,119.2,81.610853738,3.1661629377,40.0787635075,0.0093064392,0.0001683177,0.0091381215
1010450029,911,   8 AVENUE         ,Multifamily Housing,2016,1964,325163,118.7,91.0804482675,3.4091523328,30.4063632701,0.0087503806,0.0001811399,0.0085692407
1010450037,304,WEST 55 STREET,Multifamily Housing,2017,1947,57500,38.7,,37.433466087,14.1158973913,0.0033095652,0.002,0.0013095652
1010450037,304,WEST   55 STREET    ,Multifamily Housing,2016,1947,57500,74.6,,12.2565113043,16.0177147826,0.0072713043,0.0059443478,0.0013286957
1010450051,340,WEST 55 STREET,Multifamily Housing,2017,1924,65750,69.5,,51.5482904943,17.9380395437,0.0044030418,0.0027376426,0.0016653992
1010450051,340,WEST   55 STREET    ,Multifamily Housing,2016,1924,65750,63.8,,46.077565019,17.6953840304,0.0039148289,0.0024471483,0.0014676806
1010450054,350,WEST 55 STREET,Multifamily Housing,2017,1912,75926,76.3,,60.2115415009,19.1762808524,0.0049772147,0.0031978505,0.0017793641
1010450054,350,WEST   55 STREET    ,Multifamily Housing,2016,1912,75926,80,,64.8165239839,18.3322432368,0.0049627269,0.0034428259,0.001519901
1010450061,0,9 AVENUE,Multifamily Housing,2017,1942,100000,73.3,,44.294846,28.974378,0.005042,0.002353,0.002689
1010460001,357,WEST 55 STREET,Multifamily Housing,2017,1935,70507,82.2,,2.031133079,22.976691676,0.0064830442,0.004351341,0.0021317032
1010460001,357,WEST   55 STREET    ,Multifamily Housing,2016,1935,70507,42.6,,,47.3385096515,0.0039258513,0,0.0039258513
1010460009,347,WEST 55 STREET,Multifamily Housing,2017,1911,53952,94,,40.0710260973,16.8346011269,0.0064446174,0.0048839709,0.0015625
1010460036,939,8 AVENUE,Multifamily Housing,2017,1930,57586,78.8,,4.6047789393,9.0072951759,0.0058469072,0.0050098982,0.0008352725
1010460036,939,   8 AVENUE         ,Multifamily Housing,2016,1930,57586,141.8,,32.7731705623,30.4763136874,0.0099260237,0.0073993679,0.0025283923
1010460038,306,WEST 56 STREET,Multifamily Housing,2017,1964,65000,88.9,,3.7642138462,22.6817876923,0.0074138462,0.0053092308,0.0021046154
1010460038,306,WEST   56 STREET    ,Multifamily Housing,2016,1964,65000,94.3,,4.1252676923,22.1709492308,0.0076030769,0.0057646154,0.0018384615
1010460043,318,WEST 56 STREET,Multifamily Housing,2017,1961,54400,52.3,,43.0018363971,16.7409393382,0.0038382353,0.0022849265,0.0015533088
1010460043,318,WEST   56 STREET    ,Multifamily Housing,2016,1961,54400,60,,39.4430110294,16.4122849265,0.0043970588,0.0030367647,0.0013602941
1010460047,330,WEST 56 STREET,Multifamily Housing,2017,1974,229973,27.9,,2.7951142091,20.5065290273,0.0020611115,0.0001582795,0.0019028321
1010460047,330,WEST   56 STREET    ,Multifamily Housing,2016,1974,229973,68.7,,2.9276689003,20.6420462402,0.0044061694,0.0026942293,0.0017119401
1010477501,340,WEST 57 STREET,Multifamily Housing,2017,1904,1248748,79.6,,20.3461194733,8.1105452021,0.0024552592,0.0017025853,0.0007526739
1010477501,340,WEST   57 STREET    ,Multifamily Housing,2016,1904,1248748,238.2,,103.1671579054,5.6512231451,0.006053343,0.0055847136,0.0004687095
1010477502,959,8 AVENUE,Office,2017,2006,870000,83.4,20.4077909195,1.9588344828,59.6715642529,0.0069965517,0.000104023,0.0068925287
1010477502,959,   8 AVENUE         ,Office,2016,2006,870000,85.2,24.2159474713,1.8545054023,57.7868551724,0.0064989655,9.85057471264368E-05,0.0064004598
1010477503,322,WEST 57 STREET,Multifamily Housing,2017,1978,941351,87.8,,9.869973793,20.1261874689,0.0058020866,0.0039343454,0.0018677412
1010477503,322,WEST   57 STREET    ,Multifamily Housing,2016,1978,941351,90.5,,0.7004729373,19.6206559509,0.0060084921,0.0043812563,0.0016272357
1010480020,315,WEST 57 STREET,Multifamily Housing,2017,1965,396834,91.4,,61.4813755878,28.9910206787,0.0059558909,0.0032655972,0.0026902937
1010480020,315,WEST   57 STREET    ,Multifamily Housing,2016,1965,396834,94.8,,62.8018322523,29.8737315855,0.005902468,0.0034248577,0.0024776103
1010480026,307,WEST 57 STREET,Multifamily Housing,2017,1928,75617,92.6,,71.1392874618,21.5021000569,0.0070420673,0.0037782509,0.0032638163
1010480026,307,WEST   57 STREET    ,Multifamily Housing,2016,1928,75617,97.5,,77.6647156063,19.7869606041,0.0073832604,0.0041247339,0.0032572041
1010480033,4,COLUMBUS CIRCLE,Other,2017,1987,102720,93.6,0,0,93.6317494159,0.0086886682,0,0.0086886682
1010480033,4,COLUMBUS CIRCLE     ,Other,2016,1987,102720,98.2,0,0,98.224543419,0.0081464174,0,0.0081464174
1010487501,347,WEST 57 STREET,Multifamily Housing,2017,1982,266115,115.9,,79.3411389813,24.0773026699,0.0064487158,0.0042143434,0.0022343724
1010487501,347,WEST   57 STREET    ,Multifamily Housing,2016,1982,266115,120.1,,83.5335197189,23.6474937527,0.0063979858,0.0044368036,0.0019611822
1010487503,301,WEST 57 STREET,Multifamily Housing,2017,1987,341429,95.2,27.4749145503,,45.4967829329,0.0060463522,0,0.0060463522
1010487503,301,WEST   57 STREET    ,Multifamily Housing,2016,1987,341429,97,30.5659712561,,43.7526993899,0.0056579845,0,0.0056579845
1010487504,333,WEST 57 STREET,Multifamily Housing,2017,1940,180441,38.6,,30.6502092097,13.0158461769,0.00283583,0.0016282331,0.0012075969
1010487504,333,WEST   57 STREET    ,Multifamily Housing,2016,1940,180441,54.2,,12.0657256389,13.506624326,0.0044175104,0.0032974767,0.0011200337
1010490001,345,WEST 58 STREET,Multifamily Housing,2017,1957,588527,82.3,,57.7804195899,19.5899855062,0.0052537946,0.0034358662,0.0018179285
1010490001,345,WEST   58 STREET    ,Multifamily Housing,2016,1957,588527,73.1,,50.385021248,20.0069876148,0.0045381096,0.0028788824,0.0016592272
1010497501,35,COLUMBUS CIRCLE,Office,2017,2004,2797249,149.9,52.8215248982,8.6225379292,84.3803277434,0.0118041333,0.0004663868,0.0113377465
1010497501,35,COLUMBUS CIRCLE     ,Office,2016,2004,2797249,160.1,57.8205164074,8.8827241336,88.9548587559,0.011698601,0.0004819735,0.0112165917
1010500001,538,10 AVENUE,Office,2017,1962,131519,164.2,,61.4744888571,56.3222005946,0.0099438104,0.0047171892,0.0052266212
1010500001,538,  10 AVENUE         ,Office,2016,1962,254342,186.6,,40.0050888174,30.6379202019,0.0054127907,0.0028717239,0.0025410668
1010500049,440,WEST 41 STREET,Multifamily Housing,2017,1988,64662,44.6,,45.9311481241,1.8454625592,0.0026104977,0.0024403823,0.0001716619
1010517501,420,WEST 42 STREET,Multifamily Housing,2017,2002,274000,108.8,,85.8791142336,28.9761255474,0.007250365,0.0045613139,0.0026890511
1010517501,420,WEST   42 STREET    ,Multifamily Housing,2016,2002,274000,118.9,,96.7331430657,28.7644551095,0.0075233577,0.0051379562,0.0023854015
1010517502,560,10 AVENUE,Multifamily Housing,2017,2011,1285029,125.6,,47.0073975762,62.5561168658,0.0083019916,0.002496753,0.0058051608
1010517502,560,  10 AVENUE         ,Multifamily Housing,2016,2011,1285029,134.4,,47.9599182587,69.3113830894,0.0082956883,0.0025474133,0.0057482749
1010520001,576,10 AVENUE,Multifamily Housing,2017,1974,2035745,71.5,,37.2354853383,33.1617544437,0.0050551518,0.0019777526,0.0030773992
1010520001,576,  10 AVENUE         ,Multifamily Housing,2016,1974,2035745,79.1,,41.65282361,36.234803524,0.0052175002,0.0022123596,0.0030050915
1010537503,464,WEST 44 STREET,Multifamily Housing,2017,1964,66016,176,,87.5144207465,56.3070740427,0.009873364,0.004648873,0.0052260058
1010537503,464,WEST   44 STREET    ,Multifamily Housing,2016,1964,66016,130.3,,50.9591250606,55.554473158,0.0073133786,0.0027069195,0.0046079738
1010540041,420,WEST 45 STREET,Office,2017,1918,59152,75,,2.5929909386,60.0014893833,0.007195023,0.0016263186,0.0055687044
1010540041,420,WEST   45 STREET    ,Office,2016,1918,59152,78.1,,3.4716831214,62.92521132,0.0068687449,0.0016499865,0.0052187585
1010540056,444,WEST 45 STREET,Multifamily Housing,2017,1988,65615,69.4,,2.9858431761,20.6024643755,0.0055216033,0.0036104549,0.0019111484
1010540056,444,WEST   45 STREET    ,Multifamily Housing,2016,1988,65615,80.3,,3.0480835175,19.5411415073,0.0061251238,0.0045050674,0.0016200564
1010550001,454,WEST 46 STREET,Multifamily Housing,2017,1988,60000,70.7,,53.9454833333,21.75768,0.004885,0.002865,0.0020183333
1010550001,454,WEST   46 STREET    ,Multifamily Housing,2016,1988,60000,94.4,,73.9546483333,27.1505083333,0.00618,0.0039283333,0.0022516667
1010620019,410,WEST 53 STREET,Multifamily Housing,2017,1987,166518,91.6,,2.590170432,30.4486896312,0.0073739776,0.0045484572,0.0028255204
1010620019,410,WEST   53 STREET    ,Multifamily Housing,2016,1987,166518,90.4,,2.2335663412,29.8028555471,0.0069830289,0.0045118245,0.0024718048
1010637502,405,WEST 53 STREET,Multifamily Housing,2017,2009,173915,52,,28.5713388724,23.4191524595,0.0036908835,0.0015174079,0.0021734755
1010637502,405,WEST   53 STREET    ,Multifamily Housing,2016,2007,173915,65.9,,21.9989092373,25.1582962942,0.0032550384,0.0011683869,0.0020866515
1010637503,800,10 AVENUE,Multifamily Housing,2017,2008,156099,45.2,,35.9053184197,18.8187598896,0.0036534507,0.001907123,0.0017463277
1010637503,800,  10 AVENUE         ,Multifamily Housing,2016,2008,156099,50,,41.3072921672,19.1927911133,0.0037860588,0.0021941204,0.0015919384
1010640036,831,9 AVENUE,Multifamily Housing,2017,2004,170440,99,,60.1599601033,50.1393293828,0.0078485097,0.0031952593,0.0046526637
1010640036,831,   9 AVENUE         ,Multifamily Housing,2016,2004,170440,96.1,,58.1994437925,48.9000234687,0.0071467965,0.0030914105,0.0040553861
1010647502,421,WEST 54 STREET,Multifamily Housing,2017,1928,81289,64.9,,18.3392045664,39.1875628929,0.0046107099,0.0009743016,0.0036364084
1010647502,421,WEST   54 STREET    ,Multifamily Housing,2016,1928,81289,72.8,,23.9023631734,40.6369484186,0.0046402342,0.0012695445,0.0033706898
1010650012,423,WEST 55 STREET,Office,2017,1905,263438,69.2,,0.0130903666,55.3302416508,0.0059129662,0.0007781717,0.0051347945
1010650012,423,WEST   55 STREET    ,Office,2016,1905,263438,67.7,,0.0128660254,53.9546314503,0.0052452569,0.0007702002,0.0044746772
1010650029,841,9 AVENUE,Other,2017,2003,95436,103.1,,44.8618906911,58.2523146402,0.0077884656,0.0023827486,0.0054057169
1010650029,841,   9 AVENUE         ,Other,2016,2003,95436,104.4,,46.3018913198,58.0955006497,0.0072771281,0.0024592397,0.0048178884
1010660029,863,9 AVENUE,Multifamily Housing,2017,1963,71532,121,,84.5096893698,37.2330299726,0.0079432981,0.0044889001,0.003455796
1010660029,863,   9 AVENUE         ,Multifamily Housing,2016,1963,63528,133,,106.4113571968,44.28146644,0.009325022,0.0056526256,0.0036723964
1010660037,408,WEST 57 STREET,Multifamily Housing,2017,1957,104966,60.7,,47.2390497876,21.4713383381,0.0045014576,0.002509384,0.0019920736
1010660037,408,WEST   57 STREET    ,Multifamily Housing,2016,1957,104966,79.4,,41.5474458396,20.6113131871,0.0059657413,0.0042556637,0.0017091249
1010660053,442,WEST 57 STREET,Multifamily Housing,2017,1960,107516,55.9,,39.3832629562,16.2951597902,0.0036041147,0.0020917817,0.001512333
1010660053,442,WEST   57 STREET    ,Multifamily Housing,2016,1960,103612,53.1,,38.5435335675,16.3663205034,0.003405011,0.0020470602,0.0013569857
1010670008,457,WEST 57 STREET,Multifamily Housing,2017,1929,114992,82.8,,,21.5209075414,0.0068578684,0.0048603381,0.0019975303
1010670008,457,WEST   57 STREET    ,Multifamily Housing,2016,1929,114992,92.7,,,21.168870878,0.0074179073,0.005662133,0.0017557743
1010670012,435,WEST 57 STREET,Multifamily Housing,2017,1962,207080,74.7,,61.6575135213,19.0985749469,0.0050473247,0.0032750628,0.0017722619
1010670012,435,WEST   57 STREET    ,Multifamily Housing,2016,1962,218080,87.5,,21.0792599046,17.9367177183,0.0064315847,0.0049435987,0.0014875275
1010677501,477,WEST 57 STREET,Multifamily Housing,2017,1986,110419,82.1,,1.0287450529,29.522166475,0.0066066528,0.0038670881,0.0027395647
1010677501,477,WEST   57 STREET    ,Multifamily Housing,2016,1986,110419,100.3,,1.2836613264,30.848404713,0.0075249731,0.0049674422,0.0025584365
1010677503,462,WEST 58 STREET,Multifamily Housing,2017,2008,96337,65,,41.8019940417,32.2281522157,0.0052108743,0.0022203307,0.0029905436
1010677503,462,WEST   58 STREET    ,Multifamily Housing,2016,2008,96337,66.4,,42.5516053022,33.0775641758,0.0050032698,0.0022597756,0.0027434942
1010697501,551,10 AVENUE,Multifamily Housing,2017,2016,743083,11,,0.1488923848,,0.0007323543,7.93989365925475E-06,
1010700001,554,11 AVENUE,Distribution Center,2017,1978,68085,44.2,,14.810898142,44.5882778879,0.0049247264,0.0007872512,0.0041374752
1010700001,554,  11 AVENUE         ,Distribution Center,2016,1978,68085,53.6,,28.416803995,43.7106983917,0.005134758,0.0015098774,0.0036248807
1010710001,555,WEST 42 STREET,Multifamily Housing,2017,1987,388273,75.2,,1.8044960633,33.7047093154,0.0072871407,0.0041594445,0.0031276962
1010710001,555,WEST   42 STREET    ,Multifamily Housing,2016,1987,388273,110.4,,2.1446095917,34.5027364767,0.0101699062,0.0073085175,0.0028613888
1010710023,515,WEST 42 STREET,Hotel,2017,1963,122050,930.7,,900.0917853339,30.6274379353,0.0506505531,0.0478082753,0.0028422778
1010710023,515,WEST   42 STREET    ,Hotel,2016,1963,122050,101.3,,72.2188766899,29.0685637034,0.0062466202,0.0038361327,0.0024104875
1010710042,520,WEST 43 STREET,Multifamily Housing,2017,1998,319967,91,,77.9269824701,11.2432625865,0.0053233615,0.0042801289,0.0010432326
1010710042,520,WEST   43 STREET    ,Multifamily Housing,2016,1998,319967,73.2,,57.883398913,12.3909731316,0.0043254461,0.0032978401,0.001027606
1010717501,500,WEST 43 STREET,Multifamily Housing,2017,1989,292381,118.2,,75.9265786765,22.1347830399,0.0060869208,0.0040327518,0.002054169
1010717501,500,WEST   43 STREET    ,Multifamily Housing,2016,1989,292381,121.8,,76.555089763,24.4687835393,0.0060954713,0.0040662697,0.0020292016
1010717502,529,WEST 42 STREET,Multifamily Housing,2017,1912,240413,63.9,,40.6761231714,23.2197738891,0.0043154904,0.0021604489,0.0021546256
1010717502,529,WEST   42 STREET    ,Multifamily Housing,2016,1912,240413,65.3,,41.836932695,23.499424324,0.0041711555,0.0022220096,0.0019487299
1010717503,521,WEST 42 STREET,Multifamily Housing,2017,2005,94132,62.7,,46.0118057621,18.6014766498,0.0041696766,0.0024433774,0.0017262992
1010717503,521,WEST   42 STREET    ,Multifamily Housing,2016,2005,94132,66.2,,49.3449496452,18.7974248927,0.0041803,0.0026207878,0.0015584498
1010720010,543,WEST 43 STREET,Self-Storage Facility,2017,1920,156856,28.6,,14.6940423063,12.7876823328,0.0019674096,0.0007803336,0.0011864385
1010747501,535,WEST 45 STREET,Office,2017,1930,130400,83.4,,27.8793788344,46.4710360429,0.0057929448,0.0014808282,0.0043121166
1010757501,516,WEST 47 STREET,Multifamily Housing,2017,2005,116904,94.2,,48.0493490385,29.2544207213,0.0052667146,0.0025525217,0.0027150482
1010757501,516,WEST   47 STREET    ,Multifamily Housing,2016,2005,116904,84.7,,40.414443475,29.0990445152,0.0045601519,0.0021462054,0.0024130911
1010757502,517,WEST 46 STREET,Multifamily Housing,2017,2007,50548,67.7,,44.2189760228,23.5094642716,0.0045303474,0.002348263,0.0021820844
1010757502,517,WEST   46 STREET    ,Multifamily Housing,2016,2007,50548,65.3,,42.5496557727,22.7213104376,0.0041445755,0.0022592387,0.0018853367
1010760015,525,WEST 47 STREET,Multifamily Housing,2017,1925,52850,59.6,,39.8818505203,19.7551220435,0.0039508042,0.0021192053,0.001833491
1010760015,525,WEST   47 STREET    ,Multifamily Housing,2016,1925,52850,62.1,,42.8089252602,19.3021192053,0.0038751183,0.0022743614,0.0016007569
1010767501,505,WEST 47 STREET,Multifamily Housing,2017,2008,83754,52.9,,24.0542648709,28.059184039,0.0038816057,0.0012775509,0.0026040547
1010767501,505,WEST   47 STREET    ,Multifamily Housing,2016,2008,83754,57.4,,29.3687644769,27.2229911407,0.0038171311,0.0015593285,0.0022578026
1010777501,545,WEST 48 STREET,Multifamily Housing,2017,2013,113479,86,,33.0040641881,36.2338934957,0.0051154839,0.0017527472,0.0033627367
1010777501,540,WEST 49 STREET,Multifamily Housing,2016,2013,113479,52.6,,11.3658183452,30.9734655751,0.0031723931,0.0006036359,0.0025687572
1010780023,501,WEST 49 STREET,Hotel,2017,1959,159996,176,,93.847278057,39.3350246256,0.0086352159,0.0049844996,0.0036500913
1010780023,501,WEST   49 STREET    ,Hotel,2016,1959,159996,188.3,,32.1133040826,36.9101858796,0.0102958824,0.0072351809,0.0030613265
1010790003,706,11 AVENUE,Other,2017,1930,65625,98.9,,70.0540967619,28.824576,0.0063954286,0.0037211429,0.0026742857
1010790003,706,  11 AVENUE         ,Other,2016,1930,65625,62.6,,34.7078064762,27.8429592381,0.004152381,0.0018438095,0.0023085714
1010800010,535,WEST 51 STREET,Multifamily Housing,2017,1981,251512,25.5,,19.0938201756,9.0062398613,0.0018500111,0.0010142657,0.0008357454
1010800010,535,WEST   51 STREET    ,Multifamily Housing,2016,1981,251512,66.6,,55.223786539,17.9908648494,0.0044252362,0.0029330608,0.0014921753
1010800030,755,10 AVENUE,Multifamily Housing,2017,2005,69540,65.5,,48.991826287,24.6687633017,0.0048921484,0.0026028185,0.0022893299
1010800030,755,  10 AVENUE         ,Multifamily Housing,2016,2005,69540,80.2,,65.5367702042,24.6486870866,0.0055248778,0.0034814495,0.0020448663
1010807501,510,WEST 52 STREET,Multifamily Housing,2017,2007,273120,93.1,,44.4412734329,28.459614089,0.0050014646,0.0023605009,0.0026409637
1010807501,510,WEST   52 STREET    ,Multifamily Housing,2016,2007,273120,112.7,,62.3303855448,25.9188605741,0.0054602373,0.0033106327,0.0021496046
1010817502,500,WEST 53 STREET,Multifamily Housing,2017,2008,399963,132.3,,64.8054262519,23.7446686318,0.0056455222,0.0034420684,0.0022034538
1010817502,500,WEST   53 STREET    ,Multifamily Housing,2016,2008,415288,131.8,,58.2397254435,26.7376218432,0.0053107723,0.003093275,0.0022174973
1010827501,770,11 AVENUE,Multifamily Housing,2017,2011,1082317,87.3,,37.281811983,43.6133214206,0.0060275317,0.0019801962,0.0040473355
1010827501,770,  11 AVENUE         ,Multifamily Housing,2016,2011,1082317,94.6,,42.4066004692,45.2889419643,0.006008406,0.00225239,0.003756016
1010830001,778,11 AVENUE,Multifamily Housing,2017,1974,472000,85.8,,61.4543387712,26.7506995763,0.0057466102,0.0032641949,0.0024824153
1010830001,778,  11 AVENUE         ,Multifamily Housing,2016,1974,472000,94.5,,70.3332540254,26.760007839,0.0059550847,0.0037358051,0.0022192797
1010840001,802,11 AVENUE,Multifamily Housing,2017,1967,228000,52.2,,24.9105254386,36.0235364035,0.0046662281,0.0013232456,0.0033429825
1010867501,521,WEST 57 STREET,Office,2017,1916,423250,130.1,74.5259888955,,54.5450154755,0.0100101595,0,0.0100101595
1010867501,521,WEST   57 STREET    ,Office,2016,1916,423250,130.5,73.5807281748,,55.9097564087,0.0095225044,0,0.0095225044
1010890001,1,RIVER PLACE,Multifamily Housing,2017,2000,887879,79.9,,55.644065126,22.876834456,0.0051822377,0.0030593133,0.0021229244
1010890001,1,RIVER PLACE         ,Multifamily Housing,2016,2000,887879,84.4,,50.9289538327,27.5758242959,0.0054299066,0.0031428832,0.0022870233
1010897501,601,WEST 41 STREET,Multifamily Housing,2017,2008,94759,130.8,,102.3043848078,19.3249285028,0.0072267542,0.0054337847,0.0017929695
1010897501,601,WEST   41 STREET    ,Multifamily Housing,2016,2008,94759,132.4,,104.1533701284,18.9254804293,0.0071011724,0.0055319284,0.0015692441
1010897502,533,11 AVENUE,Multifamily Housing,2017,2008,1069903,83.5,,57.5463831768,27.2959177608,0.005690142,0.0031571086,0.0025330334
1010897502,533,  11 AVENUE         ,Multifamily Housing,2016,2008,1069903,79.2,,52.170680987,23.1750700764,0.0051668235,0.0032447801,0.0019220434
1010907502,605,WEST 42 STREET,Multifamily Housing,2017,2015,1234867,43.8,,20.5548518181,23.2596856989,0.0032502286,0.0010917775,0.0021585321
1010907502,605,WEST 42 STREET,Multifamily Housing,2016,2015,1234867,4.3,,2.0907359254,2.1764649148,0.0002915294,0.0001110241,0.0001805053
1010910001,571,11 AVENUE,Non-Refrigerated Warehouse,2017,1963,783307,63,,36.9299881145,37.7503829278,0.0054647795,0.0019615553,0.0035032242
1010910001,571,  11 AVENUE         ,Non-Refrigerated Warehouse,2016,1963,783307,63.2,,35.7838532019,39.0527563267,0.0051394919,0.0019006596,0.0032388323
1010920007,633,WEST 44 STREET,Other,2017,1950,211175,33.3,,14.2639242335,21.8701981769,0.0027872617,0.0007576654,0.0020295963
1010920007,633,WEST   44 STREET    ,Other,2016,1950,211175,41.7,,17.0036623653,28.2066679294,0.0032423346,0.0009030425,0.0023392921
1010920036,599,11 AVENUE,Office,2017,1905,64250,57.5,,0.0137058366,30.9357276265,0.004311284,0.0014396887,0.0028715953
1010920036,599,  11 AVENUE         ,Office,2016,1905,64250,68.8,,0.0117774319,31.1753431907,0.0047548638,0.0021696498,0.002585214
1010930042,616,WEST 46 STREET,Retail Store,2017,1920,52500,42.6,,2.1440857143,6.9214019048,0.0032419048,0.0025980952,0.0006419048
1010930042,616,WEST   46 STREET    ,Retail Store,2016,1920,52500,93.2,,10.7352380952,34.4027733333,0.0069885714,0.0041352381,0.0028533333
1010950011,620,JOE DIMAGGIO HIGHWAY,Non-Refrigerated Warehouse,2017,1925,102800,30.3,,,30.3262422179,0.0028142023,0,0.0028142023
1010950035,653,11 AVENUE,Hotel,2017,2008,153363,97.6,,31.6099515529,65.9587599356,0.0077997953,0.001679023,0.0061207723
1010950035,653,  11 AVENUE         ,Hotel,2016,2008,153363,109.2,,41.1025710243,68.0886426322,0.0078297895,0.0021830559,0.0056467336
1010980029,601,WEST 50 STREET,Office,2017,1940,103788,78.4,,0.0299822716,63.5975950977,0.0083102093,0.0024077928,0.005901453
1010980029,601,WEST   50 STREET    ,Office,2016,1940,103788,77.9,,0.0308012487,66.7188692334,0.0076588816,0.0021254866,0.005533395
1010990021,609,WEST 51 STREET,Office,2017,1924,121638,130,,45.8350161956,84.5838233118,0.0102837929,0.0024342722,0.0078495207
1011020011,760,JOE DIMAGGIO HIGHWAY,Parking,2017,1930,152375,181.5,,47.7419005742,26.5370073831,0.0049981952,0.0025358491,0.0024623462
1011020011,760,JOE DIMAGGIO HIGHWAY,Other,2016,1931,152375,,,60.3296406891,,,0.0032045939,
1011020018,619,WEST 54 STREET,Office,2017,1932,277600,12.3,,,16.7814657781,0.0015572767,0,0.0015572767
1011020029,787,11 AVENUE,Retail Store,2017,1929,387619,38.9,,24.7508184583,16.6231116122,0.0028571871,0.001314693,0.001542494
1011030015,625,WEST 55 STREET,Office,2017,1927,95176,57.5,,1.6937358158,25.2619074136,0.0046934101,0.0023493318,0.0023440783
1011030015,625,WEST   55 STREET    ,Office,2016,1927,95176,67.2,,2.7657697319,25.1675338321,0.0051399512,0.0030522401,0.0020877112
1011050029,601,WEST 57 STREET,Multifamily Housing,2017,2005,547239,,,30.9714382564,33.3311465374,,,0.003093164
1011050029,601,WEST   57 STREET    ,Multifamily Housing,2016,2005,547239,63.2,,32.3028660238,25.3018010412,0.0042464079,0.002148056,0.0020983519
1011130001,45,WEST 60 STREET,Multifamily Housing,2017,1981,408644,115.9,,53.7658127857,22.37336557,0.0049319212,0.0028557865,0.0020761347
1011130001,45,WEST   60 STREET    ,Multifamily Housing,2016,1981,408644,121.5,,45.8180570374,22.5472171377,0.00514947,0.0032796273,0.0018698427
1011130008,27,WEST 60 STREET,Office,2017,1923,104310,54.6,,30.1338155498,32.4081919279,0.0046083789,0.001600997,0.0030073818
1011130008,27,WEST   60 STREET    ,Office,2016,1923,104310,73.5,,0.0161777394,42.0936506567,0.006644617,0.00315406,0.003490557
1011130018,1841,BROADWAY,Office,2017,1924,114022,102.5,,10.8524986406,56.5258230868,0.0084290751,0.0031835961,0.0052454789
1011130018,1841,BROADWAY            ,Office,2016,1924,114022,132.6,,11.0316307379,59.9327673607,0.0100866499,0.0051165565,0.0049700935
1011130047,1855,BROADWAY,College/University,2017,1905,78200,172.7,105.2642877238,0.0063938619,67.6102058824,0.0132634271,0,0.0132634271
1011130047,1855,BROADWAY            ,College/University,2016,1905,78200,180.6,113.705297954,0.0051150895,67.1029181586,0.0131150895,0,0.0131150895
